ORDER,FAMILY,GENUS,SPECIES,SP.CODE,COLLECTED,ENDEMIC,EXOTIC,AUTH,FIA.CODE,COMMENT
GENTIANALES,RUBIACEAE,CHIONE,VENOSA,CHIVEN,YES,NO,NO,(Sw.) Urb.,181,
GENTIANALES,RUBIACEAE,COFFEA,ARABICA,COFARA,YES,NO,NAT,L.,NA,
GENTIANALES,RUBIACEAE,ERITHALIS,FRUTICOSA,ERIFRU,YES,NO,NO,L.,332,
GENTIANALES,RUBIACEAE,EXOSTEMA,CARIBAEUM,EXOCAR,YES,NO,NO,(Jacq.) Roem. & Schult.,382,
GENTIANALES,RUBIACEAE,EXOSTEMA,ELLIPTICUM,EXOELL,HERBARIUM,NO,NO,Griseb.,383,
GENTIANALES,RUBIACEAE,FARAMEA,OCCIDENTALIS,FAROCC,YES,NO,NO,(L.) A. Rich.,403,
GENTIANALES,RUBIACEAE,GENIPA,AMERICANA,GENAME,YES,NO,NO,L.,418,
GENTIANALES,RUBIACEAE,GONZALAGUNIA,HIRSUTA,GONHIR,YES,NO,NO,(Jacq.) K. Schum.,,
GENTIANALES,RUBIACEAE,GUETTARDA,ELLIPTICA,GUEELL,YES,NO,NO,Sw.,442,
GENTIANALES,RUBIACEAE,GUETTARDA,KRUGII,GUEKRU,YES,NO,NO,Urb.,443,
GENTIANALES,RUBIACEAE,GUETTARDA,ODORATA,GUEODO,HERBARIUM,NO,NO,(Jacq.) Lam.,446,
GENTIANALES,RUBIACEAE,GUETTARDA,OVALIFOLIA,GUEOVA,YES,NO,NO,Urb.,445,
GENTIANALES,RUBIACEAE,GUETTARDA,PUNGENS,GUEPUN,YES,NO,NO,Urb.,397,
GENTIANALES,RUBIACEAE,GUETTARDA,SCABRA,GUESCA,YES,NO,NO,(L.) Lam.,447,
GENTIANALES,RUBIACEAE,GUETTARDA,VALENZUELANA,GUEVAL,YES,NO,NO,A. Rich.,444,
GENTIANALES,RUBIACEAE,HAMELIA,AXILLARIS,HAMAXI,YES,NO,NO,Sw.,,
GENTIANALES,RUBIACEAE,HAMELIA,PATENS,HAMPAT,YES,NO,NO,Jacq.,459,
GENTIANALES,RUBIACEAE,IXORA,FERREA,IXOFER,YES,NO,NO,(Jacq.) Benth.,518,
GENTIANALES,RUBIACEAE,MACHAONIA,PORTORICENSIS,MACPOR,YES,YES,NO,Baill.,559,
GENTIANALES,RUBIACEAE,MARGARITOPSIS,MICRODON,MARMIC,HERBARIUM,NO,NO,(DC.) C.M. Taylor,482,
GENTIANALES,RUBIACEAE,MARGARITOPSIS,NUTANS,MARNUT,HERBARIUM,NO,NO,(Sw.) C.M. Taylor,663,
GENTIANALES,RUBIACEAE,MORINDA,CITRIFOLIA,MORCIT,YES,NO,NAT,L.,630,
GENTIANALES,RUBIACEAE,NEOLAUGERIA,RESINOSA,NEORES,YES,NO,NO,(Vahl) Nicolson,538,
GENTIANALES,RUBIACEAE,PALICOUREA,ALPINA,PALALP,HERBARIUM,NO,NO,(Sw.) DC.,707,
GENTIANALES,RUBIACEAE,PALICOUREA,CROCEA,PALCRO,HERBARIUM,NO,NO,(Sw.) Roem. & Schult.,711,
GENTIANALES,RUBIACEAE,PALICOUREA,CROCEOIDES,PALRIP,YES,NO,NO,Ham.,710,
GENTIANALES,RUBIACEAE,PALICOUREA,GUIANENSIS,PALGUI,YES,NO,NO,Aubl.,708,
GENTIANALES,RUBIACEAE,PHIALANTHUS,MYRTILLOIDES,PHIMYR,HERBARIUM,NO,NO,Griseb.,634,
GENTIANALES,RUBIACEAE,PSYCHOTRIA,BERTEROANA,PSYBER,YES,NO,NO,DC.,790,
GENTIANALES,RUBIACEAE,PSYCHOTRIA,BRACHIATA,PSYBRA,YES,NO,NO,Sw.,791,
GENTIANALES,RUBIACEAE,PSYCHOTRIA,BROWNEI,PSYBRO,HERBARIUM,NO,NO,Spreng.,792,
GENTIANALES,RUBIACEAE,PSYCHOTRIA,DEFLEXA,PSYDEF,YES,NO,NO,DC.,,
GENTIANALES,RUBIACEAE,PSYCHOTRIA,DOMINGENSIS,PSYDOM,YES,NO,NO,Jacq.,709,
GENTIANALES,RUBIACEAE,PSYCHOTRIA,GRANDIS,PSYGRA,YES,NO,NO,Sw.,667,
GENTIANALES,RUBIACEAE,PSYCHOTRIA,MALEOLENS,PSYMAL,YES,YES,NO,Urb.,794,
GENTIANALES,RUBIACEAE,PSYCHOTRIA,MARICAENSIS,PSYMAR,HERBARIUM,YES,NO,Urb.,480,
GENTIANALES,RUBIACEAE,PSYCHOTRIA,PUBESCENS,PSYPUB,YES,NO,NO,Sw.,795,
GENTIANALES,RUBIACEAE,RANDIA,ACULEATA,RANACU,YES,NO,NO,L.,801,
GENTIANALES,RUBIACEAE,RONDELETIA,INERMIS,RONINE,YES,YES,NO,(Spreng.) Krug & Urb.   ,829,
GENTIANALES,RUBIACEAE,RONDELETIA,PILOSA,RONPIL,YES,NO,NO,Sw.,830,
GENTIANALES,RUBIACEAE,RONDELETIA,PORTORICENSIS,RONPOR,YES,YES,NO,Krug & Urb.,831,
GENTIANALES,RUBIACEAE,STENOSTOMUM,ACUTATUM,STEACU,YES,NO,NO,DC.,882,
GENTIANALES,RUBIACEAE,STENOSTOMUM,CORIACEUM,STECOR,YES,NO,NO,(Vahl) Griseb.,884,
GENTIANALES,RUBIACEAE,STENOSTOMUM,LUCIDUM,STELUC,HERBARIUM,NO,NO,(Sw.) C.F. Gaertn.,65,
GENTIANALES,RUBIACEAE,STENOSTOMUM,SINTENISII,STESIN,YES,NO,NO,(Urb.) Britton,885,
SAPINDALES,RUTACEAE,AMYRIS,ELEMIFERA,AMYELE,YES,NO,NO,L.,33,
SAPINDALES,RUTACEAE,CITRUS,PARADISI,CITPAR,YES,NO,YES,Macfad.,,
SAPINDALES,RUTACEAE,MURRAYA,PANICULATA,MURPAN,GENEBANK,NO,YES,(L.) Jacq.,NA,
SAPINDALES,RUTACEAE,PILOCARPUS,RACEMOSUS,PILRAC,YES,NO,NO,Vahl,658,
SAPINDALES,RUTACEAE,RAVENIA,URBANII,RAVURB,YES,YES,NO,Engl.,809,
SAPINDALES,RUTACEAE,TRIPHASIA,TRIFOLIA,TRIFOL,NO,NO,YES,(Burm. f.) P. Wilson,NA,
SAPINDALES,RUTACEAE,ZANTHOXYLUM,BIFOLIOLATUM,ZANBIF,HERBARIUM,NO,NO,Leonard,489,
SAPINDALES,RUTACEAE,ZANTHOXYLUM,CARIBAEUM,ZANCAR,YES,NO,NO,Lam.,988,
SAPINDALES,RUTACEAE,ZANTHOXYLUM,FLAVUM,ZANFLA,YES,NO,NO,Vahl,989,
SAPINDALES,RUTACEAE,ZANTHOXYLUM,MARTINICENSE,ZANMAR,YES,NO,NO,(Lam.) DC.,990,
SAPINDALES,RUTACEAE,ZANTHOXYLUM,MONOPHYLLUM,ZANMON,YES,NO,NO,(Lam.) P. Wilson,991,
SAPINDALES,RUTACEAE,ZANTHOXYLUM,PUNCTATUM,ZANPUN,YES,NO,NO,Vahl,992,
SAPINDALES,RUTACEAE,ZANTHOXYLUM,SPINIFEX,ZANSPI,HERBARIUM,NO,NO,(Jacq.) DC.,993,
SABIALES,SABIACEAE,MELIOSMA,HERBERTII,MELHER,YES,NO,NO,Rolfe,594,
SABIALES,SABIACEAE,MELIOSMA,OBTUSIFOLIA,MELOBT,HERBARIUM,YES,NO,(Bello) Krug & Urb.,595,
MALPIGHIALES,SALICACEAE,BANARA,PORTORICENSIS,BANPOR,YES,YES,NO,Krug & Urb.,74,
MALPIGHIALES,SALICACEAE,BANARA,VANDERBILTII,BANVAN,YES,YES,NO,Urb.,96,T&E
MALPIGHIALES,SALICACEAE,CASEARIA,ACULEATA,CASACU,YES,NO,NO,Jacq.,148,
MALPIGHIALES,SALICACEAE,CASEARIA,ARBOREA,CASARB,YES,NO,NO,(Rich.) Urb.,149,
MALPIGHIALES,SALICACEAE,CASEARIA,DECANDRA,CASDEC,YES,NO,NO,Jacq.,151,
MALPIGHIALES,SALICACEAE,CASEARIA,GUIANENSIS,CASGUI,YES,NO,NO,(Aubl.) Urb.,152,
MALPIGHIALES,SALICACEAE,CASEARIA,SYLVESTRIS,CASSYL,YES,NO,NO,Sw.,153,
MALPIGHIALES,SALICACEAE,HOMALIUM,RACEMOSUM,HOMRAC,YES,NO,NO,Jacq.,488,
MALPIGHIALES,SALICACEAE,LAETIA,PROCERA,LAEPRO,YES,NO,NO,(Poepp.) Eichler,150,
MALPIGHIALES,SALICACEAE,LUNANIA,EKMANII,LUNEKM,HERBARIUM,NO,NO,Urb.,571,
MALPIGHIALES,SALICACEAE,PROCKIA,CRUCIS,PROCRU,HERBARIUM,NO,NO,L.,786,
MALPIGHIALES,SALICACEAE,SAMYDA,DODECANDRA,SAMDOD,YES,NO,NO,Jacq.,845,
MALPIGHIALES,SALICACEAE,SAMYDA,SPINULOSA,SAMSPI,YES,NO,NO,Vent.,483,
MALPIGHIALES,SALICACEAE,XYLOSMA,BUXIFOLIA,XYLBUX,YES,NO,NO,A. Gray,646,
MALPIGHIALES,SALICACEAE,XYLOSMA,PACHYPHYLLA,XYLPAC,YES,YES,NO,(Krug & Urb.) Urb.,970,
MALPIGHIALES,SALICACEAE,XYLOSMA,SCHAEFFERIOIDES,XYLSCH,HERBARIUM,NO,NO,A. Gray,974,
MALPIGHIALES,SALICACEAE,XYLOSMA,SCHWANECKEANA,XYLSHW,YES,YES,NO,(Krug & Urb.) Urb.,647,
SAPINDALES,SAPINDACEAE,ALLOPHYLUS,CRASSINERVIS,ALLCRA,YES,NO,NO,Radlk. f. crassinervis,26,
SAPINDALES,SAPINDACEAE,ALLOPHYLUS,RACEMOSUS,ALLRAC,YES,NO,NO,Sw.,27,
SAPINDALES,SAPINDACEAE,CUPANIA,AMERICANA,CUPAME,YES,NO,NO,L.,254,
SAPINDALES,SAPINDACEAE,CUPANIA,TRIQUETRA,CUPTRI,HERBARIUM,NO,NO,A. Rich.,255,
SAPINDALES,SAPINDACEAE,DODONAEA,VISCOSA,DODVIS,YES,NO,NO,Jacq.,314,
SAPINDALES,SAPINDACEAE,EXOTHEA,PANICULATA,EXOPAN,YES,NO,NO,(Juss.) Radlk.,385,
SAPINDALES,SAPINDACEAE,HYPELATE,TRIFOLIATA,HYPTRI,YES,NO,NO,Sw.,497,
SAPINDALES,SAPINDACEAE,MATAYBA,DOMINGENSIS,MATDOM,YES,NO,NO,(DC.) Radlk.,581,
SAPINDALES,SAPINDACEAE,MELICOCCUS,BIJUGATUS,MELBIJ,NEW,NO,YES,Jacq.,,
SAPINDALES,SAPINDACEAE,SAPINDUS,SAPONARIA,SAPSAP,HERBARIUM,NO,NO,L.,847,
SAPINDALES,SAPINDACEAE,THOUINIA,PORTORICENSIS,THOPOR,YES,YES,NO,Radlk.,941,
SAPINDALES,SAPINDACEAE,THOUINIA,STRIATA,THOSTR,YES,YES,NO,Radlk.,NA,
ERICALES,SAPOTACEAE,CHRYSOPHYLLUM,ARGENTEUM,CHRARG,YES,NO,NO,Jacq.,186,
ERICALES,SAPOTACEAE,CHRYSOPHYLLUM,BICOLOR,CHRBIC,HERBARIUM, NO,NO,Poir.,188,
ERICALES,SAPOTACEAE,CHRYSOPHYLLUM,CAINITO,CHRCAI,YES,NO,NO,L.,187,
ERICALES,SAPOTACEAE,CHRYSOPHYLLUM,OLIVIFORME,CHROLI,HERBARIUM,NO,NO,L.,189,
ERICALES,SAPOTACEAE,CHRYSOPHYLLUM,PAUCIFLORUM,CHRPAU,YES,NO,NO,Lam.,190,
ERICALES,SAPOTACEAE,MANILKARA,BIDENTATA,MANBID,YES,NO,NO,(A. DC.) A. Chev.,572,
ERICALES,SAPOTACEAE,MANILKARA,PLEEANA,MANPLE,YES,YES,NO,(Pierre ex Baill.) Cronquist,573,
ERICALES,SAPOTACEAE,MANILKARA,VALENZUELANA,MANVAL,YES,NO,NO,(A. Rich.) T.D. Penn.,NA,
ERICALES,SAPOTACEAE,MICROPHOLIS,GARCINIIFOLIA,MICGAR,YES,YES,NO,Pierre,624,
ERICALES,SAPOTACEAE,MICROPHOLIS,GUYANENSIS,MICGUY,YES,NO,NO,(A. DC.) Pierre,621,
ERICALES,SAPOTACEAE,POUTERIA,DICTYONEURA,POUDIC,YES,NO,NO,(Griseb.) Radlk.,712,
ERICALES,SAPOTACEAE,POUTERIA,HOTTEANA,POUHOT,HERBARIUM,NO,NO,(Urb. & Ekman) Baheni,661,
ERICALES,SAPOTACEAE,POUTERIA,MULTIFLORA,POUMUL,YES,NO,NO,(A. DC.) Eyma,785,
ERICALES,SAPOTACEAE,SIDEROXYLON,CUBENSE,SIDCUB,YES,NO,NO,(Griseb.) T.D. Penn.,310,
ERICALES,SAPOTACEAE,SIDEROXYLON,FOETIDISSIMUM,SIDFOE,YES,NO,NO,Jacq.,865,
ERICALES,SAPOTACEAE,SIDEROXYLON,OBOVATUM,SIDOBO,YES,NO,NO,Lam.,95,
ERICALES,SAPOTACEAE,SIDEROXYLON,PORTORICENSE,SIDPOR,YES,NO,NO,Urb.,308,
ERICALES,SAPOTACEAE,SIDEROXYLON,SALICIFOLIUM,SIDSAL,YES,NO,NO,(L.) Lam.,309,
SANTALALES,SCHOEPFIACEAE,SCHOEPFIA,ARENARIA,SCHARE,HERBARIUM,YES,NO,Britton,860,
SANTALALES,SCHOEPFIACEAE,SCHOEPFIA,OBOVATA,SCHOBO,YES,NO,NO,C. Wright,867,
SANTALALES,SCHOEPFIACEAE,SCHOEPFIA,SCHREBERI,SCHSCH,HERBARIUM,NO,NO,J.F. Gmel.,846,
LAMIALES,SCROPHULARIACEAE,BONTIA,DAPHNOIDES,BONDAP,YES,NO,NO,L.,81,
SAPINDALES,SIMAROUBACEAE,PICRASMA,EXCELSA,PICEXC,HERBARIUM,NO,NO,(Sw.) Planch.,657,
SAPINDALES,SIMAROUBACEAE,SIMAROUBA,TULAE,SIMTUL,YES,YES,NO,Urb.,868,
SOLANALES,SOLANACEAE,ACNISTUS,ARBORESCENS,ACNARB,HERBARIUM,NO,NO,(L.) Schltdl.,6,
SOLANALES,SOLANACEAE,BRUNFELSIA,AMERICANA,BRUAME,YES,NO,NO,L.,89,
SOLANALES,SOLANACEAE,BRUNFELSIA,DENSIFOLIA,BRUDEN,YES,YES,NO,Krug & Urb.,90,
SOLANALES,SOLANACEAE,BRUNFELSIA,LACTEA,BRULAC,YES,YES,NO,Krug & Urb.,91,
SOLANALES,SOLANACEAE,BRUNFELSIA,PORTORICENSIS,BRUPOR,YES,YES,NO,Krug & Urb.,393,
SOLANALES,SOLANACEAE,CESTRUM,CITRIFOLIUM,CESCIT,YES,NO,NO,Retz.,395,
SOLANALES,SOLANACEAE,CESTRUM,MACROPHYLLUM,CESMAC,YES,NO,NO,Vent.,180,
SOLANALES,SOLANACEAE,GOETZEA,ELEGANS,GOEELE,YES,YES,NO,Wydler,425,T&E
SOLANALES,SOLANACEAE,SOLANUM,ENSIFOLIUM,SOLENS,YES,NO,NO,Dunal,870,T&E
SOLANALES,SOLANACEAE,SOLANUM,ERIANTHUM,SOLERI,YES,NO,NO,D. Don,872,
SOLANALES,SOLANACEAE,SOLANUM,RUGOSUM,SOLRUG,YES,NO,NO,Dunal,871,
SOLANALES,SOLANACEAE,SOLANUM,TORVUM,SOLTOR,GENEBANK,NO,NO,Sw.,1042,
CROSSOSOMATALES,STAPHYLEACEAE,TURPINIA,OCCIDENTALIS,TUROCC,YES,NO,NO,(Sw.) G. Don,962,
ERICALES,STYRACACEAE,STYRAX,PORTORICENSIS,STYPOR,YES,YES,NO,Krug & Urb.,890,T&E
FABALES,SURIANACEAE,SURIANA,MARITIMA,SURMAR,YES,NO,NO,L.,892,
ERICALES,SYMPLOCACEAE,SYMPLOCOS,LANATA,SYMLAN,HERBARIUM,YES,NO,Krug & Urb.,896,
ERICALES,SYMPLOCACEAE,SYMPLOCOS,MARTINICENSIS,SYMMAR,YES,NO,NO,Jacq.,897,
ERICALES,SYMPLOCACEAE,SYMPLOCOS,MICRANTHA,SYMMIC,HERBARIUM,YES,NO,Krug & Urb.,898,
ERICALES,THEACEAE,LAPLACEA,PORTORICENSIS,LAPPOR,HERBARIUM,NO,NO,(Krug & Urb.) Dyer,536,
MALVALES,THYMELAEACEAE,DAPHNOPSIS,AMERICANA,DAPAME,YES,NO,NO,(Mill.) J.R. Johnst.,293,
MALVALES,THYMELAEACEAE,DAPHNOPSIS,HELLERIANA,DAPHEL,YES,YES,NO,Urb.,294,T&E
MALVALES,THYMELAEACEAE,DAPHNOPSIS,PHILIPPIANA,DAPPHI,YES,YES,NO,Krug & Urb.,295,
ROSALES,URTICACEAE,CECROPIA,SCHREBERIANA,CECSCH,YES,NO,NO,Miq.,166,
ROSALES,URTICACEAE,URERA,BACCIFERA,UREBAC,YES,NO,NO,(L.) Gaudich. ex Wedd.,971,
ROSALES,URTICACEAE,URERA,CHLOROCARPA,URECHL,HERBARIUM,YES,NO,Urb.,973,
LAMIALES,VERBENACEAE,CITHAREXYLUM,CAUDATUM,CITCAU,YES,NO,NO,L.,192,
LAMIALES,VERBENACEAE,CITHAREXYLUM,SPINOSUM,CITSPI,YES,NO,NO,L.,193,
LAMIALES,VERBENACEAE,DURANTA,ERECTA,DURERE,HERBARIUM,NO,NO,L.,NA,
LAMIALES,VERBENACEAE,LANTANA,CAMARA,LANCAM,YES,NO,NO,L.,323,
LAMIALES,VERBENACEAE,LANTANA,INVOLUCRATA,LANINV,NEW,NO,NO,L.,,
ZYGOPHYLLALES,ZYGOPHYLLACEAE,GUAIACUM,OFFICINALE,GUAOFF,YES,NO,NO,L.,431,
ZYGOPHYLLALES,ZYGOPHYLLACEAE,GUAIACUM,SANCTUM,GUASAN,YES,NO,NO,L.,432,
ARECALES,ARECACEAE,ACROCOMIA,MEDIA,ACRACU,YES,NO,NO,(Jacq.) Lodd. ex Mart.,8,
SAPINDALES,MELIACEAE,SWIETENIA,MAHAGANI,SWIMAH,YES,NO,YES,(L.) Jacq.,NA,
GENTIANALES,RUBIACEAE,ANTIRHEA,OBTUSIFOLIA,STEOBT,YES,YES,NO,(Urb.) Britton & P. Wilson,52,
CANELLALES,CANELLACEAE,CANELLA,WINTERANA,CANWIN,GENEBANK,NO,NO,(L.) Gaertn.,137,
SOLANALES,SOLANACEAE,CESTRUM,LAURIFOLIUM,CESMAC,YES,NO,NO,Vent.,180,
FABALES,FABACEAE,ERYTHRINA,BERTERIANA,ERYBER,YES,NO,NO,Urb.,376,
MYRTALES,MELASTOMATACEAE,HENRIETTEA,SQUAMULOSUM,HENSQU,YES,YES,NO,(Cogn.) Judd,121,
FABALES,FABACEAE,LONCHOCARPUS,DOMINGENSIS,LONSER,HERBARIUM,NO,NO,(Poir.) Kunth ex DC.,551,
ARECALES,ARECACEAE,PRESTOEA,ACUMINATA,PREMON,YES,NO,NO,(R. Graham) G. Nicholson,374,
GENTIANALES,RUBIACEAE,PSYCHOTRIA,BERTERIANA,PSYBER,YES,NO,NO,DC.,790,
APIALES,ARALIACEAE,SCHEFFLERA,MOROTOTONII,SCHMOR,YES,NO,NO,(Aubl.) Maguire,302,
ROSALES,CANNABACEAE,TREMA,MICRANTHA,TREMIC,YES,NO,NO,(L.) Blume,952,
BRASSICALES,CAPPARACEAE,CAPPARIS,CYNOPHALLOPHORA,QUACYN,YES,NO,NO,(L.) Hutch.   ,141,
BRASSICALES,CAPPARACEAE,CAPPARIS,FLEXUOSA,CYNFLE,YES,NO,NO,(L.) J. Presl,142,
BRASSICALES,CAPPARACEAE,CAPPARIS,HASTATA,CYNHAS,YES,NO,NO,(Jacq.) J. Presl,140,
MYRTALES,MYRTACEAE,EUGENIA,XEROPHYTICA,MOSXER,YES,YES,NO,(Britton) Salywon,375,
MYRTALES,MYRTACEAE,MYRCIA,LEPTOCLADA,MYRAMA,YES,NO,NO,DC,641,
MALPIGHIALES,OCHNACEAE,OURATEA,LITTORALIS,OURLIT,YES,NO,NO,Urb.,699,
BRASSICALES,CAPPARACEAE,CAPPARIS,INDICA,QUAIND,YES,NO,NO,(L.) Iltis & Cornejo,143,
