"","Code","D_51","D_71","D_91","D_00"
"339","PITUNG",1413.49480450738,1377.52493510755,1372.13339960763,1284.06396957519
"340","PLUALB",1440.86622867877,1230.25843490975,1233.46157776635,1189.77998295177
"341","PLUCAR",1281.82023246707,1199.70797115899,1170.98537435642,1127.46212958361
"342","PLUOBT",1297.60472788339,2361.15782669135,2061.77904825532,1961.02505449081
"343","PODCOR",1792.24048587918,1592.32906074561,1635.98012338343,1584.14535325155
"344","POIFLO",1424.9527938185,1281.40589888006,1281.89138052647,1250.95479438804
"345","POIPUN",1326.26239479718,1222.23719482683,1205.6828507248,1136.87958242552
"346","POUDIC",1557.70624562225,1560.28316702784,1524.00514530357,1505.04699510748
"347","POUMUL",1269.29480896454,1188.5118705825,1169.8211008471,1126.21337845906
"348","PREMON",1270.61233280033,1219.25576057299,1037.06633116806,1016.55824708208
"349","PROJUL",1424.09204980575,1297.15553335432,1318.42409344432,1213.09991351009
"350","PROPAL",1632.40895125699,1472.13352816514,1474.91823103584,1439.59485514209
"351","PRUMYR",1136.82845277921,1340.58238641845,1255.66315413581,1222.99276762613
"352","PSESPU",1117.87075871003,1228.47948764714,1211.48857637728,1184.47242010154
"353","PSIAMP",1305.97748095525,1278.80782811017,1222.76316058154,1180.41746387504
"354","PSIGUA",1358.23391552346,1201.93886630355,1132.17297873987,1128.7570675934
"355","PSYBER",1313.1568987229,1220.86589961648,1067.95880520473,1001.63464260325
"356","PSYBRA",1306.49832606463,1227.80261788709,1118.35283628552,1066.6228727911
"357","PSYDOM",1468.25754530569,1291.2566279523,1270.93035785456,1274.8189981175
"358","PSYGRA",1309.34524596101,1187.71420142601,1111.61530642281,1073.24205452576
"359","PSYMAL",1905.73491926589,1603.43993939458,1793.30730577015,1709.29672741524
"360","PSYMAR",1764.05291812777,1569.26715788998,1624.16030243301,1595.80917094296
"361","PSYPUB",1327.22556922149,1222.87211342932,1210.3776662889,1188.46931050681
"362","PTEIND",1269.29480896454,1188.5118705825,1169.8211008471,1126.21337845906
"363","QUACYN",1529.46385455768,1242.80974005661,1469.66516819063,1434.21520527482
"364","QUAIND",1885.06239870495,1541.75019313959,1531.66830112485,1335.71549679121
"365","QUATUR",1408.49823700572,1232.78519244566,1193.79339582237,1216.2974056142
"366","RANACU",1427.32888249668,1276.54406919951,1292.91984224405,1227.31973558156
"367","RAUNIT",1462.2133623636,1284.7057284712,1285.23587958646,1260.27850840723
"368","RAVURB",4748.71378424977,1311.03874390304,1384.61249449193,3117.15396895007
"369","REYKRU",1369.36228687363,1358.44263015685,1322.32112677684,1331.48047552191
"370","REYUNC",1950.54987859516,1428.33391356815,1575.21946571654,1449.73789465116
"371","REYVIV",1538.18314395424,1388.68459883584,1333.22778811934,1358.54845234637
"372","RHIMAN",1777.48874955917,1425.69053195786,1364.52050055108,1429.50901141639
"373","ROCACA",1597.4912522311,1318.90317071469,1303.30643442982,1273.59954833032
"374","RONINE",1438.42746709361,1380.98040821636,1285.20195389945,1318.9258838922
"375","ROYBOR",1363.74733437356,1183.73400510325,1134.88543745808,1118.33654838979
"376","SAMDOD",1385.25458029422,1263.46523318625,1255.66255270687,1187.86252728182
"377","SAMSAM",1544.88192603124,1403.21044341126,1271.47192113796,1238.07361893205
"378","SAMSPI",1446.35389385499,1274.45164853413,1231.13959834632,1177.76852681883
"379","SAPLAU",1298.32983749654,1210.28276411365,1130.1083984099,1080.11525361671
"380","SAPSAP",1822.35310662914,1440.28308292642,1410.95730149487,1303.8173688592
"381","SAVSES",1674.5962555576,1247.63585335412,1336.32741659692,1331.81114234723
"382","SCHFRU",1355.58158726163,1301.61022047476,1275.38600231262,1238.15091052738
"383","SCHGLE",1333.52923111115,1214.23315140141,1114.35494923944,1082.11331366203
"384","SCHMOR",1360.84281267482,1248.56918943627,1123.92118064366,1081.88243626802
"385","SCHOBO",1260.95096180984,1492.40377842896,1412.14164401362,1440.98959879484
"386","SENPOL",1819.63301127741,1363.34010263726,1500.59796504908,1396.52848962466
"387","SENSIA",1275.08424119104,1178.85625130357,1161.06306492212,1107.6659541048
"388","SIDCUB",1661.95363181108,1545.39383694551,1521.88735049578,1512.67552344697
"389","SIDFOE",1546.3727123827,1510.26362650284,1511.94083139954,1477.85518523864
"390","SIDOBO",1600.38356566947,1603.26486433667,1686.29611012654,1490.73923249821
"391","SIDPOR",1451.76607438931,1493.46973863359,1324.18662729382,1387.12523427514
"392","SIDSAL",1554.46905773174,1524.71999576478,1517.30551691768,1502.10581638191
"393","SIMTUL",1301.39951286093,1232.15545314861,1123.68833395449,1095.69048932051
"394","SIPDEN",1762.16644077662,1568.83542626494,1456.6593853531,1487.01851267007
"395","SLOAMY",1260.95096180984,1492.40377842896,1412.14164401362,1440.98959879484
"396","SLOBER",1191.56211429337,1297.96734250877,1088.80327615758,1099.55150458088
"397","SOLENS",1262.67721222889,1183.26529710616,1128.10701800233,1088.31507048074
"398","SOLRUG",1339.98565464773,1218.96696370767,1120.77662872666,1081.72664086803
"399","SOLTOR",1473.19607550248,1245.79778892946,1209.02098567092,1200.78342958644
"400","SPACAM",1293.43107198034,1207.12068149113,1124.95349076635,1105.31140690112
"401","SPOMOM",1463.3043578712,1236.89055971342,1226.2684418096,1195.52577153614
"402","STAMON",1811.23238506667,1296.94072348015,1508.41701229143,1401.75521631085
"403","STEACU",1730.45786633977,1437.20362467096,1471.63537169611,1377.84353309958
"404","STEAPE",1276.12624775905,1197.15607570904,1168.7331580163,1124.57459745007
"405","STESIN",1388.49189688837,1376.92893717337,1274.636650853,1296.06651530835
"406","SWIMAC",1276.59219883041,1181.21222752328,1163.93828971052,1111.0240998684
"407","SWIMAH",1511.31633951679,1300.66700478446,1314.58663462629,1314.27979062288
"408","SYMMAR",1481.31346497899,1394.57160161429,1322.92007694496,1325.48668082997
"409","SYMMIC",1850.97564668726,1310.92624286605,1275.02850410148,1375.60578206188
"410","SYZJAM",1354.05998569035,1226.52034507236,1113.79025855529,1079.18392613282
"411","SYZMAL",1345.97527262965,1212.73502205239,1142.50003092694,1088.00440088401
"412","TABCIT",1356.96758047843,1220.38370145789,1139.84993787525,1089.98940578083
"413","TABHAE",1366.63029112679,1232.7603662744,1197.73284546219,1135.26311944468
"414","TABHET",1468.57396960623,1273.81619941313,1219.91184709085,1234.40588161258
"415","TABKAR",1243.88731588913,1531.82542755672,1401.15022691492,1393.74911511972
"416","TABRIG",1543.38487987278,1179.32459371235,1117.43610384575,1071.56822050033
"417","TABSCH",1318.62748055858,1354.55554824681,1173.460347516,1143.10863556347
"418","TAMIND",1511.22320060532,1288.11548733559,1229.16389394135,1223.34521816174
"419","TECGRA",1269.29480896454,1188.5118705825,1169.8211008471,1126.21337845906
"420","TECSTA",1463.2285379337,1244.47656490611,1240.6010923959,1231.53201600711
"421","TERCAT",1339.02640446376,1185.46668638548,1173.54196198466,1142.08869997522
"422","TERSTA",1372.73515501213,1395.29608812062,1355.08150924676,1359.11372140524
"423","TETBAL",1344.06399677668,1228.01604721536,1218.33721000948,1178.50875648037
"424","TETBIF",1374.81645706076,1534.22033193489,1324.16141782742,1207.2655851847
"425","TETELA",1547.29238551512,1209.69318675155,1194.99064928971,1209.60548507162
"426","TETURB",1327.83095539065,1296.96710107938,1172.13324773498,1065.73273971121
"427","THEGRA",1458.7892931367,1290.67134299087,1218.85834692084,1244.7630749461
"428","THEPOP",1499.4264742075,1332.81699766116,1342.06051224596,1317.96483662744
"429","THOPOR",1959.38258831687,1518.47286756239,1604.47487021088,1417.36427511882
"430","THOSTR",1214.34122706096,1375.72704296191,1310.11903299971,1319.64823369622
"431","THRMOR",1470.3334212702,1258.46163148818,1411.9931635474,1287.35297405554
"432","TOUFIL",1336.21841590404,1240.61813359294,1144.58956221316,1136.12136076239
"433","TRELAM",1283.22618676607,1379.30565937127,1217.05622040576,1180.95837088213
"434","TREMIC",1345.09773881245,1235.62416548292,1225.4587549587,1188.38700832136
"435","TRIHIR",1314.47768550189,1240.17007073701,1221.24805979201,1161.40704610601
"436","TRIPAL",1299.29084748672,1236.91211562666,1127.05321878591,1080.26006077346
"437","TRITRI",1648.07521832973,1550.53355815627,1860.99314374236,1758.68197273989
"438","TRORAC",1412.73274502013,1253.16012119898,1273.74197255504,1254.41029285035
"439","TUROCC",1274.63119560036,1243.30719093493,1143.22725791863,1091.88403335355
"440","UREBAC",1207.98933860334,1243.78533453883,1194.25538510219,1141.8197145736
"441","VACFAR",1591.34866527065,1244.22882382852,1225.90234560236,1193.8053948896
"442","VARBEL",1879.33891053381,1684.53059410968,4053.24573341001,2045.09494777825
"443","VARPOL",1587.93432703971,1340.61980590498,1378.22298686255,1367.12074832296
"444","VARRUP",1617.95438360481,1941.94855952469,1524.48512442615,1536.53484534948
"445","VITDIV",1337.9177975783,1215.85196407763,1127.72578843623,1087.74486641191
"446","WALLAM",1130.63901461937,1234.19732494307,1213.11635119469,1178.84427071943
"447","XYLBUX",1556.29385245554,1509.41787337443,1503.12619158298,1469.39347796867
"448","XYLSCH",1879.33891053381,1684.53059410968,4053.24573341001,2045.09494777825
"449","ZANFLA",1212.80089025195,1391.5422059511,1286.78588424887,1294.96738831609
"450","ZANMAR",1365.67663732679,1168.61980930424,1142.19218481725,1097.32651140944
"451","ZANMON",1616.63761688081,1379.07070334551,1266.07288154736,1216.61937356892
"452","ZANPUN",1478.65596540592,1346.3982947252,1266.27653462904,1254.53551687929
"453","ZAPPOR",1478.0978261964,1206.1527551435,1233.30647389596,1190.26052384005
"454","ZIZRET",1598.70444777068,1360.74867533949,1400.26025995406,1217.05039111961
