"sp","total_hab_raw","fcover_51_raw","fcover_77_raw","fcover_91_raw","fcover_00_raw","tot_change_raw","total_hab","fcover_51","fcover_77","fcover_91","fcover_00","tot_change"
"GUAOFF",5981.22509257145,734.962935633614,1540.26608371769,1411.01524358007,1665.70149537126,930.73855973765,8512,981,2167,1649,2116,1135
"GUASAN",2840.65535061021,484.042160364203,869.8028390986,658.405197696338,797.571708932301,313.529548568098,1412,388,561,390,453,65
"GUAULM",22685.8546974659,2998.75030337274,6566.4105591625,9654.60065317154,9775.40082378685,6776.65052041411,16243,1725,4340,7262,7533,5808
"GUEELL",4405.97892581125,636.682984999286,1244.08735792509,1110.28748263805,1311.08030411952,674.397319120236,6834,868,1858,1327,1711,843
"GUEKRU",13503.1812168919,2095.8055287404,4010.18705353141,4549.98464714456,4845.78499902971,2749.97947028931,4307,628,1012,652,845,217
"GUEOVA",23655.6830030829,4036.67954748124,7982.44778758287,10925.5946567804,10951.623572357,6914.94402487576,20701,4132,8432,11280,11311,7179
"GUEPUN",15679.9927218817,2972.62989192829,5953.27374090441,8479.07245845906,8413.75231753476,5441.12242560647,559,335,414,433,441,106
"GUESCA",15596.3511568873,2661.74659898799,4889.73589712996,5582.47818067906,5870.30755769931,3208.56095871131,12706,2621,4252,3757,4159,1538
"GUEVAL",17376.5412723627,2808.33044360578,6182.53925328329,9411.17833378725,9242.26364325359,6433.93319964781,12787,1785,4813,7084,6721,4936
"GYMLAT",15940.8734336048,2866.71780578792,4857.9013472423,4928.53324707225,5371.03872052208,2504.32091473415,17622,3276,5269,4317,5010,1734
"GYMLUC",18363.2265065189,2844.1705671014,5812.45235460661,6900.6478131021,7245.70426660221,4401.53369950081,7659,1736,3030,2255,2664,928
"HAESAL",4079.88127165689,1033.47583424195,1854.23625742417,2658.21805135015,2473.86999066279,1440.39415642084,10791,2133,4638,7338,6664,4531
"HAMAXI",26837.6363417953,4353.54193421453,8584.80784869194,11641.9879536927,11705.8822159022,7352.34028168768,21641,3862,6619,6849,7314,3452
"HAMPAT",25610.3876496255,4290.20999002457,8598.45468404889,11935.6533792913,11963.5370825529,7673.32709252834,24995,4330,9080,13393,13535,9205
"HEDARB",3249.89066491797,749.473672648264,1477.44109657082,1895.68050226963,1727.6560548168,978.18238216854,3434,996,1823,2285,1980,984
"HELJAM",17227.8295679137,2467.79350197106,4684.52492089267,5578.16153277154,5971.74674065667,3503.95323868562,16646,2385,4032,4006,4547,2162
"HENFAS",17843.3717901362,2583.2559189098,6023.52231496014,9973.32999999169,9647.68277851585,7064.42685960606,23910,3131,7759,13691,13091,9960
"HENSQU",8474.52548057726,1612.97385489522,3265.77766099526,5296.71801502397,4988.15317651397,3375.17932161875,4865,1571,2389,3539,3216,1645
"HIBELA",22256.0556992954,2783.00073198695,6149.44529089704,9781.9747785693,9550.8957293015,6767.89499731455,34397,4278,9481,15140,14767,10489
"HIBTIL",17856.1763633443,3325.7541729901,6793.15653663967,9481.8140350068,9482.09968229011,6156.34550930001,27283,5115,10456,14592,14592,9477
"HIECLU",26685.0783749223,4309.04300430417,8576.9120157063,11748.0924952477,11802.5142390952,7493.47123479098,26388,4884,9920,13862,13979,9095
"HIPMAN",17525.3817952294,3075.12531578261,6320.29721032735,8920.84801709093,8921.16480632499,5846.03949054237,10697,1668,3188,4179,4497,2829
"HIRRUG",13673.6472985226,2281.05298634083,5087.48067522619,7962.45515239326,7548.34724756511,5267.29426122428,10273,1897,4469,6173,5599,3702
"HOMRAC",18925.6427748865,3028.79742337763,6483.70521378983,9474.98214118276,9217.02148793545,6188.22406455781,8115,1296,3455,4229,3823,2527
"HURCRE",19844.8410290927,2301.9664783217,5216.80515392497,8204.58996643871,8072.57837499678,5770.61189667508,29668,3410,7760,12241,12037,8627
"HYMCOU",25839.5480449945,3363.095075652,7230.86459966004,10754.1564356834,10761.4515709132,7398.35649526119,18762,1463,3763,6011,6370,4907
"HYPTRI",2956.35122811221,636.85927989503,1124.0613271212,1226.8455825504,1324.1348847106,687.275604815572,1452,430,649,467,540,110
"ILENIT",22553.8800942935,3812.60728797317,7386.95071760938,10869.0770646781,10819.1413052864,7006.53401731327,15013,3088,5110,9738,9393,6305
"ILESID",13415.1646375991,1988.5105300704,4477.30377450492,7554.48780790437,7260.46830099821,5271.95777092781,466,327,388,431,399,72
"ILEURB",12908.9382443074,2597.0716390973,5069.52145942952,6951.34210579284,6958.52790952567,4361.45627042837,559,335,414,433,441,106
"INDSUF",25102.8975310028,3576.18789432943,7069.90185602009,9382.22754006088,9628.71153181791,6052.52363748848,15628,1573,2679,3133,3514,1941
"INGLAU",21935.4832327068,3442.74121691287,7215.06546190381,10430.7490306646,10227.4009697586,6784.65975284576,7523,1302,3341,4190,3752,2450
"INGVER",24882.3418682069,3794.41210211068,7985.98531413078,11728.437345624,11622.8101444691,7828.39804235846,19740,2598,6452,11225,10802,8204
"IXOFER",24077.635430757,4134.75773292035,8035.79409403726,11164.9192717224,11031.2114423215,6896.45370940119,14622,3246,5884,6610,6526,3280
"JACARB",11066.3515131134,1377.00075622229,2728.39925458608,3333.08932351274,3557.23038425436,2180.22962803207,5097,566,993,565,836,270
"JACBER",7670.5386570351,1420.94749179867,2457.77205769031,2773.50384660426,3010.65428539191,1589.70679359324,5238,779,1397,1133,1364,585
"JATGOS",15862.4692217052,1837.98444692179,3656.39162008854,4613.5521999519,4977.60035755049,3139.61591062869,14469,1399,2446,2969,3382,1983
"JATHER",26082.5225303359,3978.51634228788,7922.03815207817,10498.1649136934,10663.2312020436,6684.71485975571,25652,3805,6855,7646,8317,4512
"KOAPOL",22350.3440907374,2798.26611596346,6178.93500861526,9820.05368831009,9590.4081710875,6792.14205512404,34397,4278,9481,15140,14767,10489
"KRUFER",15985.0798788925,2119.92862274521,4336.98398470553,5463.88744039647,5806.88368024956,3686.95505750435,19865,2551,4865,5604,6310,3759
"LAGRAC",17467.749996555,1882.17252367485,4021.79410651996,5176.46223110153,5394.31293462974,3512.14041095489,12644,890,1807,1981,2137,1247
"LANCAM",27855.9066362381,4311.79730919003,8655.55307263136,11831.4643067122,11942.9526087046,7631.15529951453,29133,3764,7769,11177,11413,7649
"LANINV",21307.5191411525,2897.32729303464,5971.46315572411,7869.40336359292,8212.61663421243,5315.28934117779,18552,1914,4075,5205,5820,3906
"LEULEU",23104.537860468,3742.19717769697,7119.89436353743,8923.07017140463,9234.830292698,5492.63311500102,23369,3968,6483,6824,7580,3612
"LICBRI",13927.4394619912,2823.92645443976,5452.33980273455,7440.86080245674,7431.38495545834,4607.45850101858,559,335,414,433,441,106
"LICPAR",24396.6493302733,3504.38951747119,7020.9475658536,9389.11225374043,9648.83015653491,6144.44063906372,21833,3082,5802,7001,7516,4434
"LONGLA",15771.0876819608,3131.33160651522,5600.19655028312,6559.66630813479,6796.26288347319,3664.93127695797,12937,2715,4354,3800,4272,1557
"LONHEP",18709.484485358,3592.9313172102,7164.55443717539,9909.76865366101,9917.35591752827,6324.42460031807,27958,5458,10880,15045,15050,9592
"LONSER",11856.9449942335,2394.60327554867,3764.54217649624,3220.2578324154,3638.12820564583,1243.52493009716,17914,3656,5716,4796,5449,1793
"LYOSTA",9530.74784211101,1292.96042783788,2906.78366757309,4667.03987825647,4482.89882561253,3189.93839777465,14802,1888,4862,7754,7546,5658
"MACLUN",17210.6854067676,1598.13309307233,3586.23669617437,5692.08328114345,5691.10785545799,4092.97476238565,15979,1126,2313,3540,3633,2507
"MACPOR",7700.04782565695,1213.15326062811,2644.79258953733,3433.95867812238,3614.79207495204,2401.63881432393,4748,818,1669,1445,1695,877
"MAGPOR",8910.77241140301,2015.59970812174,3755.62549602124,5787.60011597187,5492.46667981707,3476.86697169533,10341,2319,4464,7262,6768,4449
"MAGSPL",16044.6574048856,2102.00114183407,5168.40473749116,9064.48274430353,8678.03303700313,6576.03189516906,23910,3131,7759,13691,13091,9960
"MALCOC",26287.8119447604,3939.67968124151,7807.44721222296,10419.0019358285,10583.3499270342,6643.67024579272,26166,3724,6967,7917,8582,4858
"MALFUC",20901.0619407669,3712.42891648412,7709.36005081981,11150.4709786549,11045.1776120216,7332.74869553745,31569,5656,11773,17078,16898,11242
"MAMAME",25706.9073976465,3945.98339029215,8333.50372593291,11680.9698222075,11645.5183208957,7699.53493060358,22415,3401,7747,11302,11268,7867
"MANBID",15807.6658310113,2499.35838966537,4925.88060705364,6207.06962111173,6199.46677655936,3700.10838689399,8879,1088,2194,2151,2092,1004
"MANIND",22494.018810261,3298.50897031464,6968.72860028781,10294.7278287522,10209.7991403546,6911.29017003998,19740,2598,6452,11225,10802,8204
"MANPLE",12231.6296277195,2400.03682059795,3792.55017995089,3270.97179834545,3716.60489622504,1316.56807562709,18608,3683,5788,4896,5599,1916
"MARMIC",26525.9230601806,4140.62105707265,8374.12848493829,11576.7741489541,11606.8763495814,7466.25529250875,41381,6460,13071,18074,18116,11656
"MARNOB",26920.2762020826,4286.30627828836,8542.43637615442,11699.7443488836,11744.261721909,7457.95544362068,9484,1268,2792,3115,2829,1561
"MATDOM",11325.3988200529,1996.97691365099,4259.53277067863,7062.75845076097,6642.05882937065,4645.08191571967,8276,1961,3552,5801,5263,3302
"MAYELO",26681.5939442515,4316.86046442389,8568.31122851372,11759.3520342112,11794.6235134006,7477.76304897666,41940,6795,13485,18507,18557,11762
"MAYLAE",15804.8648363427,2364.39900277462,4796.1475669822,5328.44668112253,5501.80720403185,3137.40820125723,13498,1993,4073,3738,3918,1925
"MAYPON",8656.70044338331,2242.07465843298,3799.73672194779,4147.09837133717,4354.07781481184,2112.00315637887,8796,2879,4490,3900,4381,1502
"MECLAT",8342.79438811028,1706.63277790055,3343.60522185051,5558.18874903856,5163.9666886573,3457.33391075674,8012,1907,3413,5737,5173,3266
"MELAZE",24524.8351771049,3853.76931176707,7663.79249020666,10194.1304378696,10360.9372577555,6507.16794598848,37905,5954,11836,15708,15977,10023
"MELBIJ",21760.5241417456,3021.76641670987,6055.0640332792,7844.08847492374,8201.14786790498,5179.38145119511,18903,2436,4271,5052,5607,3171
"MELHER",22350.3483397188,2798.27937447187,6178.94860459492,9820.04251557309,9590.40606188215,6792.12668741029,34397,4278,9481,15140,14767,10489
"MELOBT",16126.0326598855,2278.47799775656,5343.87159918249,9187.78039164562,8812.5800007116,6534.10200295504,24469,3466,8173,14124,13532,10066
"MELTOM",5364.78247781308,559.102050808437,1250.59770001903,989.280029272828,1272.97863838075,713.876587572317,7490,866,1817,1232,1692,826
"MICCAL",18058.9609047559,3145.70946597616,6749.51565852837,10462.1746008664,10213.7682578185,7068.05879184231,14095,2448,5489,9396,8956,6508
"MICFOV",8641.95137820439,1364.36939914618,2999.74822042603,4987.84964999137,4771.9952449617,3407.62584581552,917,592,787,847,804,212
"MICGAR",7767.92231144733,1211.91458884091,2781.35782986926,4356.1671703367,4071.59519850882,2859.68060966791,6733,976,2568,3478,2973,1997
"MICGUY",8777.34735773492,1720.16666979052,3324.85733201774,5340.45460857428,4995.47556941118,3275.30889962066,12988,2551,5348,8903,8287,5736
"MICIMP",18517.5817451843,2405.50974857458,5245.79863851168,8085.02070889715,7864.57642577006,5459.06667719549,23544,2574,6019,10428,9898,7324
"MICLAE",27416.6102793664,4338.85437980294,8769.58600114286,12571.4665133208,12487.1336612403,8148.2792814374,34390,5326,10992,16575,16210,10884
"MICMIR",15094.7965720892,2688.2393789012,5463.64677508362,7695.444010593,7415.50929661281,4727.26991771162,8078,1730,3782,5018,4505,2775
"MICPAC",5838.96859637462,1035.4859213219,2145.49883347517,3394.36733369436,3232.6217635083,2197.1358421864,1446,664,1011,1194,1101,437
"MICPRA",23786.3432407677,3080.75688056648,6848.08737625927,10015.7277083471,9812.40898690373,6731.65210633725,24171,2733,6918,9822,9535,6802
"MICRAC",18562.6621683277,2774.38420315925,5766.60934555531,9145.95243675821,8711.97253661137,5937.58833345212,18497,2904,5900,9437,8679,5775
"MICSER",22966.6191975176,3236.91527111828,6837.0088558197,10312.2731463313,10146.4888524115,6909.57358129323,4170,533,1307,2466,2289,1756
"MICSIN",10602.3739598081,2033.88525240542,4102.77994547924,6491.9831392155,6186.67777617183,4152.7925237664,7576,1802,3213,5322,4801,2999
"MICTET",9399.87773157955,1503.97043136263,3624.61329867396,5316.78464246149,4916.06948914038,3412.09905777775,10714,1570,4391,5589,5052,3482
"MICTHO",10558.6785867594,876.77552628404,2208.33822678217,2846.47996016176,2779.65282507918,1902.87729879514,12690,938,2629,3102,2996,2058
"MORCIT",26908.0779651981,4127.02639754675,8311.20955678448,11408.0344400275,11461.8230380882,7334.7966405414,9812,804,1298,996,1218,414
"MOSXER",2945.80560083436,502.148723868765,809.134623255488,582.164284073404,710.034248199016,207.885524330251,3112,584,910,623,774,190
"MOUHEL",14589.0916132107,2612.54241438583,4783.73089992628,5887.03303144127,6050.76642944291,3438.22401505709,559,335,414,433,441,106
"MUNCAL",19830.8170934277,2322.85134068638,4888.80919819055,6694.59904755853,6982.91413475727,4660.06279407089,17218,1283,2830,4176,4459,3176
"MYRAMA",19203.3239352033,3492.73519345187,7296.72491929121,10165.9614184964,10020.0054542767,6527.27026082482,12023,2315,5057,5842,5541,3226
"MYRBOR",6810.4559307186,964.625018917987,2201.69392439301,3214.55231031259,3386.9209000076,2422.29588108962,7408,979,2496,2926,3352,2373
"MYRCER",24532.608850047,4073.31091375276,7923.9702055417,10512.5700440258,10635.4045483582,6562.09363460541,27097,5073,9306,13172,12802,7729
"MYRCIT",13675.6344764978,2015.88710296154,3899.5645288974,5943.27850051224,6003.87673358619,3987.98963062465,10807,1194,2393,4480,4653,3459
"MYRCOR",13832.7990666293,2194.74224528857,4733.39253561012,7484.6949646119,7134.77824128047,4940.0359959919,16856,2612,6326,10559,9891,7279
"MYRDEF",19692.0069766566,2848.91547074169,6202.2213550806,9455.21860709786,9147.43811836094,6298.52264761925,9011,1692,3980,5382,4869,3177
"MYRFAL",6187.76605290528,1212.00823366804,2459.56682427667,3599.46485728804,3371.8673683541,2159.85913468606,4860,1325,2335,3141,2897,1572
"MYRFLO",17514.083312802,1920.56301696599,4272.15625313669,6523.61752071232,6506.1753775999,4585.61236063391,10506,831,1370,1096,1368,537
"MYRGUI",26377.7036761343,4218.86514076591,8294.69350713491,11468.2133692503,11473.1927303076,7254.32758954167,12433,1515,2705,3817,3762,2247
"MYRSPL",22140.3084246926,3201.77532181889,6823.82662819698,10695.4597348422,10369.7203459367,7167.94502411783,11892,2070,4364,7059,6482,4412
"NECCOR",19554.5437152218,3407.97333690803,6380.63103041332,7286.17320327647,7552.25971669238,4144.28637978435,14218,2802,4546,3897,4406,1604
"NECKRU",19698.2477726527,2451.52141034044,5343.17885078304,8270.34314330295,8145.97066610493,5694.44925576448,30111,3737,8164,12654,12461,8724
"NECMEM",16203.8644622765,2128.76963435253,5227.70962517662,9186.79203547491,8795.5693164519,6666.79968209937,9331,1616,3598,6411,5940,4324
"NECPAT",20068.3227437288,3790.60694098845,6921.97771813162,8474.17264900915,8703.97342437319,4913.36648338474,13649,3014,4763,4189,4671,1657
"NECTUR",22483.5294732922,3811.44477420021,7657.41863239883,9818.756488204,9806.20468439162,5994.75991019141,14385,3158,5920,6109,5998,2840
"NEEBUX",12346.7898350873,2273.02563507413,4020.48148694099,4021.34397199959,4337.3506068273,2064.32497175317,11714,2441,3927,3394,3804,1363
"NEORES",18913.8485418372,3450.64622122422,6262.85538620129,7546.0692938976,7727.13951924071,4276.49329801649,6221,1988,2963,2586,2886,898
"OCHPYR",21963.7010858199,2573.40974076558,5901.04761822149,9544.11015427765,9303.53297647275,6730.12323570717,33722,3935,9057,14687,14309,10374
"OCOCUN",20834.8143073395,3466.43114340678,6781.79097864032,9254.33097879589,9285.10546363145,5818.67432022467,559,335,414,433,441,106
"OCOFLO",21069.4838642478,3880.88639006764,7884.05865446478,11296.2819220275,11199.0701534376,7318.18376336992,32128,5991,12187,17511,17339,11348
"OCOLEU",17866.7505159602,3375.01619072258,6733.64239820838,9210.59528835863,9004.47546841949,5629.45927769691,20797,4512,9035,12177,11744,7232
"OCOSPA",1687.23621811302,584.94627796195,898.773081324645,1160.26539540436,1087.5666862464,502.620408284449,3026,1237,1888,2185,1969,732
"OCOWRI",19736.6196864212,2440.40779983718,5271.36773898359,9047.05052955728,8960.01178239845,6519.60398256127,14935,1952,3554,7752,7741,5789
"ORMKRU",12562.1377358833,1870.94817331508,4262.47210858579,6182.7047596855,5794.38585408172,3923.43768076664,12519,1789,4903,6451,5904,4115
"OSSKRU",12238.2264960858,1723.13290346653,4165.39951384865,7306.56310221535,6981.82945661451,5258.69655314798,12635,1850,4833,8073,7728,5878
"OTTRHO",11984.4614830324,2314.88677172572,3676.12149404202,3076.04595537271,3516.93995828604,1202.05318656031,15569,3155,5018,4139,4741,1586
"OURLIT",22455.2498554951,2750.62546897959,6107.59091293719,9716.19375027437,9509.05150069483,6758.42603171524,23285,1938,4837,7409,7719,5781
"OXALAN",14229.4572709985,2638.3239354929,5262.32375117578,7031.92233815743,7193.87280011829,4555.54886462539,8868,2535,4125,3519,4017,1482
"PALALP",2357.6943334638,540.718629724006,930.322114002258,1719.21071925929,1621.9604249771,1081.2417952531,5019,943,1717,3541,3277,2334
"PALCRO",23150.5520077012,2813.94126091152,6267.16376470681,9968.04164212197,9741.85367682111,6927.91241590958,33835,3940,9064,14704,14323,10383
"PALRIP",19821.8463198692,3017.11789644137,6392.12655575573,10054.1045224518,9729.7848881036,6712.66699166223,16002,2553,5486,10121,9357,6804
"PARCRE",25234.9412341863,4146.53931484371,8201.96110099554,11263.1162354648,11291.448101595,7144.90878675133,559,335,414,433,441,106
"PERAME",26687.4139333367,4293.2129855752,8485.92789566517,11566.2036246657,11644.6628876925,7351.44990211725,22778,4216,7095,7362,7888,3672
"PETDOM",20933.867409274,3101.75293986127,6311.30017386377,9769.33592463285,9953.62977332994,6851.87683346868,11293,1609,3303,6561,6818,5209
"PHIMYR",10701.999522869,1954.53678603191,3281.17027985258,3567.2588016619,3770.58632074762,1816.04953471571,3835,561,847,953,1083,522
"PHLCOW",23223.0685525984,3433.59790121391,6898.25878871232,9621.03486162797,9839.21847589687,6405.62057468295,8538,966,1751,2105,2390,1424
"PHYCUN",6030.98907547261,625.176954430898,1420.13417454839,1599.96566897033,1842.90654311015,1217.72958867925,7145,601,1552,1408,1815,1214
"PHYEPI",14945.1355571686,2711.04446251853,4828.94761495129,5003.47025543265,5312.95325304335,2601.90879052482,23646,3827,7145,7563,7842,4015
"PHYJUG",15113.3131968558,1702.38084028952,3911.70989129154,5384.72628393943,5584.79002778095,3882.40918749143,4963,354,939,896,1088,734
"PICACU",10731.6510906631,1302.92757803826,2977.33087035168,3328.81775520226,3685.80390643574,2382.87632839747,11838,1106,3284,2924,3587,2481
"PICPEN",20831.1847746596,3514.34795331955,6594.50620574877,7643.11598013341,7939.07165807672,4424.72370475717,14002,2750,4452,3784,4292,1542
"PILRAC",7409.39096706484,1407.16158631242,2176.0927630345,1849.85316681411,2109.48265231209,702.321065999669,2392,406,545,535,615,209
"PIMRAC",25027.8102026582,3972.94118828326,7899.07450138032,10730.266878292,10841.2976462618,6868.35645797849,24715,3929,7300,9797,10079,6150
"PINCAR",13589.8013067562,1946.57400796004,4521.98278935812,7809.62641237117,7466.29667298682,5519.72266502678,4729,868,1721,2899,2730,1862
"PINCOR",21113.7823504992,3914.48650245741,7925.34537011199,11415.9242060799,11288.233936768,7373.74743431062,26095,5106,10094,15686,15109,10003
"PIPADU",20441.6959856469,3500.15478467755,7412.36405273154,11173.5668966435,10974.5372198503,7474.3824351728,18688,2530,6243,11094,10618,8088
"PIPAMA",27701.1918531228,4224.65597191453,8720.79584768601,11873.4420157205,11915.6386345141,7690.98266259953,34459,5131,10917,15097,15079,9948
"PIPBLA",21070.578084603,3711.89152854308,7661.85185692087,11261.9382071421,11129.0107958876,7417.11926734447,22244,3241,7400,13572,12748,9507
"PIPGLA",22859.6922958642,3714.77374566346,7657.39445095509,11192.4629773349,11051.5467817187,7336.77303605527,14773,2316,4995,9262,8493,6177
"PIPHIS",26895.4276532456,4148.80009390414,8457.62344845384,12151.4517795891,12066.5689931735,7917.7688992694,30530,3739,8638,14421,13892,10153
"PIPJAC",24095.6216967758,3874.42768409476,7518.74867433868,9817.71654303372,10013.5163968746,6139.08871277981,21675,3460,6256,8191,8443,4983
"PIPMAR",18136.3366796412,3379.99009947851,6913.35262917355,9559.72819219343,9550.03643234447,6170.04633286595,15624,3321,7082,7910,7911,4590
"PIPUMB",20358.5184953734,3305.89796798676,7189.53264444694,11209.0318594202,10947.4010616802,7641.50309369341,24026,3139,7769,13711,13108,9969
"PISALB",8209.03021572204,1146.10302304866,2444.68044790192,2851.44574354266,3126.36139438907,1980.2583713404,7491,913,2049,1637,2127,1214
"PISCAR",10180.7269124938,1149.20289305225,2093.68052002229,2712.1450500288,2778.59674270917,1629.39384965692,15235,1699,3091,3995,4098,2399
"PISSUB",20806.4153772742,3850.7139903456,7826.83135751635,11226.6672401577,11124.7406527773,7274.02666243166,32128,5991,12187,17511,17339,11348
"PITDUL",15600.925054701,2239.14808075503,4197.11399148032,5463.16996365506,5675.16251617763,3436.01443542261,4316,418,647,788,886,468
"PITUNG",5003.11606083526,749.250824923742,1658.99485792045,1898.48804285965,2099.41695759297,1350.16613266923,4221,669,1387,995,1281,612
"PLUALB",18481.0515224484,2368.67417064356,4839.97071002191,6275.22340660519,6647.42785870307,4278.75368805951,21022,2534,4847,5830,6419,3885
"PLUCAR",24646.2692312337,3887.62567093782,7625.136887528,10104.4950886797,10291.9832386877,6404.35756774992,34260,5046,10320,13926,14346,9300
"PLUOBT",12428.2543345802,2567.58360243589,4919.30407040939,6637.94741385803,6648.82007369772,4081.23647126183,8222,2862,4430,3822,4250,1388
"PODCOR",21001.9017820582,3609.22225646302,6670.60063720867,8146.32815941796,8430.18274252117,4820.96048605815,18724,3691,5798,4916,5616,1925
"POIFLO",26073.0581015646,3773.4937206991,7572.67139885202,10060.9133845977,10278.420236215,6504.92651551589,20345,2537,4549,5126,5678,3141
"POIPUN",17949.6772706136,2409.20533788949,5186.65324523672,8090.00634660572,8079.01281504706,5669.80747715756,12309,1508,3255,6748,6806,5298
"POUDIC",23047.6705466229,3814.47661143448,7340.64395661093,9037.90103469882,9293.0649436349,5478.58833220042,15163,2892,4951,4247,4657,1765
"POUMUL",24519.03389889,4047.83868250251,7887.46578345448,10426.7904639393,10569.0707820728,6521.23209957033,37770,6262,12178,16041,16268,10006
"PREMON",8018.70697553772,1398.60730030523,3018.88512958687,4206.34835742697,3861.7332362205,2463.12593591527,6729,1366,3077,3964,3554,2188
"PROJUL",5715.54354217149,730.742626128945,1490.24358124634,1403.01961104896,1671.66182057539,940.919194446447,6808,850,1682,1164,1567,717
"PRUMYR",11173.1486922137,2822.9264996805,5000.7447918019,6111.93366207439,6209.76794364373,3386.84144396323,7913,2547,3923,3975,4280,1733
"PSESPU",17588.7390849246,3454.24703979539,6379.93668228621,7236.1840286376,7458.30887627136,4004.06183647597,4013,1494,2271,1910,2182,688
"PSIAMP",7691.87800469843,2192.29414835118,3714.18861725973,4023.57621867023,4230.13701772108,2037.8428693699,3481,1491,2294,2055,2283,792
"PSYBER",8603.00138518593,1828.65972446883,3460.67683377798,5430.13795579146,5024.55269566039,3195.89297119156,12877,2500,5109,8750,8014,5514
"PSYBRA",18803.6477779914,2757.97141312063,6096.0172341615,9596.91596009769,9331.81979975291,6573.84838663228,15553,2355,5220,9787,9028,6673
"PSYGRA",18061.68440862,3216.92865440995,6670.315198645,9773.53038036823,9673.55544918776,6456.62679477781,20415,2941,6876,11678,11260,8319
"PSYMAL",5651.54519276073,865.981016732526,1815.7735292186,2165.00496348429,2004.63028349377,1138.64926676125,1640,694,949,1101,1026,332
"PSYMAR",16840.7890239218,2046.23757491261,4184.86815437023,6320.95730438735,6334.66018255427,4288.42260764167,11072,1174,1827,1540,1791,617
"PSYPUB",25613.4301876426,4275.11707282066,8454.78696173429,11224.835536927,11241.7332422137,6966.61616939306,30923,5545,10938,14188,13956,8411
"PTEIND",24457.4521021992,4024.38894390315,7834.23304019123,10324.0573424958,10481.4634888731,6457.07454496995,24896,3678,6767,7546,8250,4572
"QUACYN",11041.2157353513,1389.14211543066,2944.9282369647,3583.99961682874,3881.3093582606,2492.16724282994,7884,882,1913,1438,1884,1002
"QUAIND",8262.67037340566,1080.93491120575,2225.11149030982,2193.51145028971,2495.91017136587,1414.97526016012,6979,873,1754,1171,1521,648
"QUATUR",22765.7311229426,3465.67823356017,7152.20509933867,9049.34416669421,9105.64632093348,5639.9680873733,20115,3074,6366,6874,6790,3716
"RANACU",24674.7344050314,3495.11562675424,7317.95421891473,9322.81875027902,9597.80720325373,6102.69157649949,21741,3005,6098,5348,6065,3060
"RAUNIT",20098.364319097,2593.8218699818,6121.12036703913,8179.16091709152,8392.76595877649,5798.94408879469,15406,1464,4794,5684,6058,4594
"RAVURB",4696.72616410486,783.37357192901,1734.92321241367,2201.40596020078,1948.60944145189,1165.23586952288,1933,586,1043,1387,1160,574
"REYKRU",16904.5044430122,3289.69325589389,6504.25826587901,9103.24577640742,9053.60173850879,5763.9084826149,12388,3393,5735,6286,6537,3144
"REYUNC",4169.15086476865,591.628456253988,973.982787121957,721.108581273039,899.182226415672,307.553770161683,5075,699,1182,784,1025,326
"REYVIV",3758.68697089684,1184.85466925905,1906.96339621471,1609.0556128532,1805.40003223834,620.54536297929,1182,356,511,365,414,58
"RHIMAN",22990.7823266489,2677.95131252892,5879.71848716028,8392.64810679387,8590.52652531024,5912.57521278132,21102,1556,3831,5738,6044,4488
"ROCACA",8681.46578456741,1046.05038800929,2553.0663153138,2734.68238508422,3111.53177430667,2065.48138629738,4967,622,1394,913,1243,621
"RONINE",22596.5921895243,3530.94632138684,6927.37621263787,9047.07772717252,9312.25318262354,5781.30686123669,18154,3506,5805,6608,6998,3492
"RONPOR",7737.52873699879,1587.06756933522,3054.79016469012,5029.35967890779,4752.46176893858,3165.39419960335,11529,2430,4850,7986,7512,5082
"SAMDOD",24353.1651507169,3574.96252259612,7172.56910462677,9449.98604549468,9743.91855716705,6168.95603457093,13616,2006,3358,3921,4392,2386
"SAMSAM",18796.5417729374,3404.58926787041,6951.85780467279,9750.8517543748,9786.1178141851,6381.52854631469,21055,3762,7447,11370,11636,7874
"SAMSPI",24742.2794773579,4143.31702113152,8095.07921901345,11111.685408026,11085.0501863062,6941.73316517472,17250,3692,6626,7482,7350,3658
"SAPLAU",17295.7331905216,3156.24090117589,6179.35920375958,8633.30988982692,8424.18334494904,5267.94244377315,9505,2141,4121,6477,5855,3714
"SAPSAP",18773.809424825,3409.43941983208,6967.75072350353,9724.90507482737,9755.37369398028,6345.9342741482,28093,5150,10538,14712,14759,9609
"SAVSES",9591.90109843776,1249.48408921183,3084.18313278065,4390.73843323708,4563.22331635986,3313.73922714802,7400,795,2394,2441,2946,2151
"SCHFRU",23701.2544968668,3799.5882032197,7438.01124369912,9583.62464782596,9825.43973038532,6025.85152716562,28952,4369,8462,10775,11488,7119
"SCHGLE",13950.4560815077,2004.68483535945,4655.00378287025,7845.86409418099,7577.88594383933,5573.20110847987,20415,2941,6876,11678,11260,8319
"SCHMOR",16787.0670011234,2768.60999513697,6065.99774743244,8298.2024953384,7979.06223187409,5210.45223673712,9200,1454,3902,4829,4353,2899
"SCHOBO",5882.94975070516,1940.21624922985,3034.10775361815,2685.48588312278,2968.96591964131,1028.74967041146,8102,2852,4418,3800,4231,1379
"SENPOL",4168.73857770889,641.559863623901,1025.30645743162,796.635033066704,975.102069159619,333.542205535718,5419,855,1388,1009,1258,403
