"","CODE","Species","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","tpa_2004","tpa_2008","tpa_2009","tpa_2013","tpa_2014","tpa_2019","D_51","D_91","D_00","D_77"
"135","HIRTRI","Hirtella triandra",3957,9055,14746,14337,10380,0.828092139417656,NA,NA,NA,NA,NA,1350.30802730653,1214.58738464796,1164.34931454491,1223.82790940684
"136","HOMRAC","Homalium racemosum",1735,4841,6538,5981,4246,5.4012625531867,NA,3.28807914321732,NA,4.5078663154202,4.47725615265195,1515.85937078311,1189.99134038384,1145.04939332471,1272.97520144935
"137","HURCRE","Hura crepitans",2004,4287,8285,8371,6367,0.0550920893354143,NA,NA,NA,NA,0.0296615737937593,1348.11474803489,1225.19474629872,1174.69205341109,1286.44637848037
"138","HYMCOU","Hymenaea courbaril",1629,4476,6964,7230,5601,2.65278045465941,NA,3.01598494341881,NA,2.739613178048,0.945519254019581,1443.0786676874,1226.70575430246,1224.41593134167,1220.62184542069
"139","HYPTRI","Hypelate trifoliata",442,693,498,580,138,NA,0.462926615384615,NA,0.463715949106138,NA,NA,1545.38083484985,1400.86399565541,1409.04010736849,1810.04634021941
"140","ILENIT","Ilex nitida",1445,1779,3410,3329,1884,0.68574518655077,NA,0.676359849816685,NA,1.3572627882103,1.47708877074157,1206.1306873297,1193.11961977983,1184.15377173594,1373.51509628826
"141","ILESID","Ilex sideroxyloides",3489,8242,14256,13689,10200,NA,NA,NA,NA,0.339315697052575,NA,1346.01905623469,1142.79647454476,1097.63055365309,1210.62917563757
"142","INGLAU","Inga laurina",2435,6004,10928,10372,7937,6.92131014670499,NA,6.12766672653461,NA,7.13474393132493,6.01321598805409,1327.23023074089,1104.65765410928,1074.35515599553,1233.93069445032
"143","INGVER","Inga vera",2822,7233,12897,12489,9667,12.9047453054485,11.5331203076923,13.1532681288826,NA,9.51133930086568,9.00215453958993,1303.31090749131,1129.86636593985,1075.1394035658,1171.36564009715
"144","IXOFER","Ixora ferrea",3191,6529,7099,6922,3731,1.08370986916157,NA,0.0543244042316082,NA,0.421080312825569,0.886852254339582,1379.08861360377,1148.88567549821,1152.47190967802,1195.54980709332
"145","KRUFER","Krugiodendron ferreum",2247,4138,3213,3973,1726,1.37555569874305,9.11276684615385,5.13832725173371,3.35191229162656,5.62682069837974,7.99665959666309,1532.07339079091,1308.51320101045,1252.34744213824,1309.94218576604
"146","LAEPRO","Laetia procera",3126,7735,13699,13076,9950,0.447284766704951,NA,NA,NA,NA,0.0296615737937593,1337.41906109936,1137.18728695331,1079.4943413521,1201.41570106541
"147","LAGRAC","Laguncularia racemosa",1025,1673,1503,1752,727,2.88361689968352,NA,2.75976380349835,NA,2.27546392388361,0.886852254339582,1765.90859000452,1638.88921554231,1582.06078076078,1558.90779730455
"148","LEULEU","Leucaena leucocephala",1805,3658,4198,4855,3050,69.8821328801595,NA,81.0881032943007,NA,74.3569824473324,55.7866617685086,1495.46775787194,1356.75251741575,1325.7702188494,1369.07415638247
"149","LICBRI","Licaria brittoniana",333,420,434,445,112,NA,NA,NA,NA,NA,0.369272192685393,1879.33891053381,4053.24573341001,2045.09494777825,1684.53059410968
"150","LICPAR","Licaria parvifolia",3207,5765,5429,6004,2797,1.85209318971546,NA,2.5046824293401,NA,4.32125010455991,3.9201026954498,1504.79578443726,1273.18598362965,1241.79271393175,1299.21858253111
"151","LONGLA","Lonchocarpus glaucifolius",1392,2142,1770,2040,648,1.74190901104463,NA,0.0271622021158041,NA,0.705886266029481,0.768205959164545,1113.5775248519,1201.88100088357,1175.31451846265,1244.44837065049
"152","LONHEP","Lonchocarpus heptaphyllus",5454,10893,15054,15077,9623,NA,NA,NA,NA,0.299803591167646,0.266954164143834,1255.2466967377,1126.84970330059,1088.62648720801,1169.54352801057
"153","MAGPOR","Magnolia portoricensis",1143,1462,2002,1837,694,0.0550920893354143,NA,0.113125383662065,NA,0.111696595150224,0.120811311559511,1034.64621677798,1258.24932414805,1228.96303237015,1658.17008108947
"154","MAGSPL","Magnolia splendens",3132,7748,13722,13096,9964,NA,NA,0.0271622021158041,NA,0.0272548719243315,NA,1356.96758047843,1139.84993787525,1089.98940578083,1220.38370145789
"155","MAMAME","Mammea americana",2825,5794,6231,6122,3297,0.45874942427463,NA,0.730684254048294,NA,0.421080312825569,0.458256914066671,1420.56788615396,1255.9419878192,1145.90687791259,1266.09940825152
"156","MANBID","Manilkara bidentata",1508,2837,3368,3188,1680,0.0275460446677071,NA,0.788232547085257,NA,0.745710243767556,1.16218381476659,1528.1967088022,1353.96514067039,1352.57681543206,1361.87987883419
"157","MANIND","Mangifera indica",1259,4394,8309,8125,6866,2.22119328055719,NA,3.35726255524111,NA,4.20460791165967,3.23493735268272,1497.16505738518,1129.17160362414,1098.7296542581,1244.20488318588
"158","MARNOB","Margaritaria nobilis",3122,6433,6991,6818,3696,0.132954787984493,NA,0.12655510925861,NA,0.205457076613793,0.220180111471621,1365.64617847962,1140.33032171287,1127.52671510648,1188.28566033773
"159","MATDOM","Matayba domingensis",1946,3412,5617,5028,3082,0.453056771946213,NA,0.473990935487363,NA,0.163529231545989,0.148307868968796,1267.92945905406,1113.74549361648,1040.17058731466,1382.18287494704
"160","MAYELO","Maytenus elongata",4290,9475,15180,14782,10492,NA,NA,NA,NA,NA,0.369272192685393,1343.68651338106,1220.54130525102,1165.22223537542,1221.96951423803
"161","MAYLAE","Maytenus laevigata",1957,4019,3651,3854,1897,NA,NA,NA,NA,0.00490838780027452,0.77468755011051,1560.3452741509,1369.39992058153,1368.90599182404,1225.73155461796
"162","MAYPON","Maytenus ponceana",2873,4518,3893,4405,1532,NA,NA,0.0271622021158041,NA,0.0272548719243315,0.398933766479152,1258.08214617361,1269.82110718299,1237.82261061172,1314.29808821544
"163","MELBIJ","Melicoccus bijugatus",2449,4421,5171,5757,3308,1.61495342250924,NA,1.85697209923703,NA,2.44040745712747,2.51779796695155,1458.52996854216,1295.58527002809,1266.37028437679,1280.89142305285
"164","MELHER","Meliosma herbertii",2739,6012,10075,9397,6658,0.19282231267395,NA,0.190135414810629,NA,0.19078410347032,0.576903209241708,1341.14541827385,1144.46892449902,1082.54540182417,1261.03106172619
"165","MICGAR","Micropholis garciniifolia",1005,2524,3376,2872,1867,2.71834063167728,NA,1.44913500857789,NA,0.136274359621657,0.0296615737937593,1764.80763495717,1095.51988968897,1045.28397476867,1266.91124033297
"166","MICGUY","Micropholis guyanensis",2003,3550,5877,5293,3290,3.66722620764222,NA,3.006918825619,NA,2.17490894594024,2.24828968937931,1250.87902753442,1092.98989563457,1048.46426572423,1327.74342476888
"167","MICIMP","Miconia impetiolaris",1882,5371,7107,6858,4976,1.71436296637692,NA,2.47913217162697,NA,4.17240663912451,1.10781657805618,1462.02872192984,1209.46058457496,1215.83350180138,1260.17680289165
"168","MICLAE","Miconia laevigata",5561,11598,16778,16601,11040,1.85209318971546,NA,2.61171929340064,NA,0.372855121883778,0.792911622081201,1284.45294725028,1140.63221359911,1100.67977093857,1182.51903392542
"169","MICPAC","Miconia pachyphylla",630,821,879,834,204,0.342872593275385,NA,NA,NA,NA,NA,3120.27484601744,4367.81318334912,2963.63126710303,3209.00055007449
"170","MICPRA","Miconia prasina",2787,6982,10494,10163,7376,6.92862534194114,NA,22.728766184765,NA,20.7107346837688,19.3296208236644,1401.81886326607,1208.28315329982,1180.48751312036,1268.20974986443
"171","MICRAC","Miconia racemosa",2395,5840,9084,8398,6003,NA,NA,1.04170197684083,NA,1.3572627882103,0.768205959164545,1338.10890320619,1113.92091358298,1057.64375957026,1323.26889480499
"172","MICSER","Miconia serrulata",2146,4378,9692,9146,7000,0.68574518655077,NA,0.788232547085257,NA,1.11856536565133,1.1893674331218,1335.38567224765,1255.06607560548,1199.24106736679,1342.62666791651
"173","MICSIN","Miconia sintenisii",1585,2463,3834,3451,1866,NA,NA,NA,NA,NA,0.369272192685393,1210.23054425186,1063.69856959955,1049.76106309306,1273.08021618813
"174","MICTET","Miconia tetrandra",2663,6434,10495,9770,7107,0.756918662984213,NA,2.33717618113078,NA,2.56898296214439,5.35998715200844,1430.46448795992,1140.7877774597,1094.09954545489,1257.31347990934
"175","MOUHEL","Mouriri helleri",333,420,434,445,112,0.342872593275385,NA,NA,NA,NA,NA,1879.33891053381,4053.24573341001,2045.09494777825,1684.53059410968
"176","MYRCOR","Myrsine coriacea",2050,4430,7603,6977,4927,2.86455022953074,NA,5.27501132763882,NA,3.73247266757832,2.29966196661653,1285.37552001713,1159.75852467982,1064.61090410303,1206.8996144668
"177","MYRDEF","Myrcia deflexa",2197,5256,7956,7278,5081,1.02861777982615,NA,1.35271969963337,NA,2.06943360714665,4.11636135624973,1400.28387481697,1187.07529513897,1125.84572825691,1187.19880959142
"178","MYRFAL","Myrcia fallax",1690,3050,4527,4101,2411,0.68574518655077,NA,0.676359849816685,NA,NA,NA,1231.88080753262,1179.96528889484,1089.63284093981,1295.55640210425
"179","MYRFLO","Myrciaria floribunda",24,74,100,148,124,NA,NA,0.276473702208114,NA,0.325118349286653,0.348742437200881,4616.84236177389,2719.88699505159,1901.96955547704,2795.98225532594
"180","MYRSPL","Myrcia splendens",2364,5545,10113,9434,7070,24.9477359067289,NA,16.2556248202109,NA,14.7402907577053,11.2053935370006,1324.15355649878,1099.27811927703,1060.45403892405,1229.83892284163
"181","NECCOR","Nectandra coriacea",4049,8737,9846,10156,6107,1.1444946108254,NA,5.26605817724113,NA,5.55269838765724,5.02572398732214,1318.46974590145,1178.99390719259,1143.32148024544,1250.80759359295
"182","NECKRU","Nectandra krugii",2967,6721,10838,10786,7819,0.342872593275385,NA,NA,NA,NA,NA,1366.90273095639,1241.02556457279,1219.88800868738,1250.55153072457
"183","NECTUR","Nectandra turbacensis",3096,5449,6478,6311,3215,2.23859321475658,NA,1.07047612335931,NA,0.745710243767556,NA,1400.64191568771,1192.96118871925,1159.38342901391,1324.28618181248
"184","NEEBUX","Neea buxifolia",2571,4184,3555,4033,1462,0.342872593275385,NA,0.338179924908343,NA,0.339315697052575,NA,1474.12530221721,1316.09868057613,1350.58298017347,1436.82108151994
"185","NEORES","Neolaugeria resinosa",2932,4808,4831,5084,2152,6.49831721706999,NA,7.27067072765379,NA,5.6351447661284,6.88160522917508,1489.49016535686,1398.12290656946,1440.35045167766,1487.68554580484
"186","OCHPYR","Ochroma pyramidale",3126,7735,13699,13076,9950,0.0275460446677071,NA,NA,NA,0.0817646157729944,0.0296615737937593,1337.41906109936,1137.18728695331,1079.4943413521,1201.41570106541
"187","OCOFLO","Ocotea floribunda",5981,12192,17515,17353,11372,0.851021454557013,NA,1.23506128045682,NA,0.138951467074555,0.460108991397066,1264.96171480856,1143.50014254503,1089.69693342194,1167.14857321185
"188","OCOLEU","Ocotea leucoxylon",3431,7126,12907,11994,8563,21.9434052805832,NA,17.12147847848,NA,19.5200367162208,15.8332661003876,1304.54475416139,1135.60985503209,1078.75671200751,1212.92679490791
"189","OCOSPA","Ocotea spathulata",1055,1427,1532,1453,398,NA,NA,0.394116273542628,NA,NA,NA,1591.52697626514,1701.2264189366,1593.3114521756,1805.22444086156
"190","OCOWRI","Ocotea wrightii",1388,1966,4087,3901,2513,0.0275460446677071,NA,0.0271622021158041,NA,0.0272548719243315,0.0296615737937593,1498.37417920317,1394.30744808581,1338.91758905463,1491.75377743689
"191","ORMKRU","Ormosia krugii",2551,5953,9379,8656,6105,1.36285229276092,NA,0.836052713390513,NA,1.48663412877716,0.538238361056614,1385.57474379482,1106.34886389472,1065.74422925887,1312.27955986364
"192","OXALAN","Oxandra lanceolata",2879,4531,3916,4425,1546,1.37149037310154,NA,NA,NA,NA,NA,1273.60987075228,1390.60962772685,1383.62371646345,1449.28153465494
"193","PALCRO","Palicourea crocea",1637,3538,7691,7251,5614,0.342872593275385,NA,0.338179924908343,NA,NA,1.87354458178217,1404.506264239,1250.97646008612,1213.79577518742,1287.75608111531
"194","PALRIP","Palicourea croceoides",3035,7421,12699,12165,9130,1.02861777982615,NA,NA,NA,NA,NA,1360.35125572557,1109.9437703714,1094.11944782017,1207.63479362808
"195","PARCRE","Parathesis crenulata",860,1719,2895,2721,1861,0.0332386969961233,NA,0.0316387773146524,NA,0.0299319793772293,0.0318265901782327,1762.16644077662,1456.6593853531,1487.01851267007,1568.83542626494
"196","PERAME","Persea americana",6020,12167,16752,17041,11021,0.906113543892427,NA,1.36597999751216,NA,1.10512921838675,0.654719639847178,1284.03095324249,1173.8737799375,1124.94148238622,1177.51231622434
"197","PETDOM","Petitia domingensis",3136,6055,8752,9288,6152,3.14663808114229,NA,2.57560398765796,NA,0.93998788614152,0.952357512026442,1328.54219983943,1167.59326537518,1160.79551102427,1216.60725991229
"198","PICACU","Pictetia aculeata",1419,3570,4564,5092,3673,11.7096736624923,NA,9.71994549408654,NA,10.7074540518033,12.7529737461055,1459.57943739514,1220.64026199101,1169.91638346814,1234.75179765833
"199","PICPEN","Picramnia pentandra",3665,8125,9369,9845,6180,0.342872593275385,NA,0.676359849816685,NA,1.3572627882103,1.02916308303819,1354.44889902053,1178.72992169013,1140.33117349319,1206.5177959167
"200","PIMRAC","Pimenta racemosa",2730,4568,4947,5242,2512,5.41277734056658,NA,1.88712355895387,NA,2.54770077127378,3.89756204891761,1481.15085383212,1252.87563033666,1278.21994874762,1360.60967806714
"201","PINCAR","Pinus caribaea",3465,8168,14156,13541,10076,0.547000857693321,NA,0.189832663887914,NA,0.179591876263376,0.190959541069396,1345.97527262965,1142.50003092694,1088.00440088401,1212.73502205239
"202","PIPADU","Piper aduncum",4749,9391,14684,14124,9375,2.21983838382816,NA,1.35271969963337,NA,5.57905474424261,1.57990066606444,1266.8328120069,1109.16811100265,1071.06792167895,1185.57756250294
"203","PIPAMA","Piper amalago",5382,11617,16792,16703,11321,5.48596149240616,NA,2.81731209653531,NA,1.01794709115772,NA,1269.17107667173,1148.74254725959,1099.57858643131,1174.11548684207
"204","PIPBLA","Piper blattarum",3213,6817,12690,11769,8556,NA,NA,NA,NA,NA,0.369272192685393,1366.83850986372,1174.46902511015,1116.84099896555,1278.6818909276
"205","PISALB","Pisonia albida",958,1890,1692,2113,1155,0.812910433662307,NA,2.08340395368166,NA,1.75108822911154,1.90568411101448,1499.66892490548,1312.66067451951,1263.04903847225,1312.65295048729
"206","PISCAR","Piscidia carthagenensis",329,638,560,806,477,0.416662798817387,NA,0.218306632667958,NA,0.153140644194639,0.0615239105345619,1673.93969878098,1344.13393447367,1217.25388246218,1337.22950526548
"207","PISSUB","Pisonia subcordata",5981,12192,17515,17353,11372,NA,NA,1.23404006028656,15.1365556362613,0.693145234673531,0.865507537230275,1264.96171480856,1143.50014254503,1089.69693342194,1167.14857321185
"208","PITDUL","Pithecellobium dulce",617,1039,683,957,340,2.90817766129648,NA,2.44104566347244,NA,2.47123235141471,0.60470521338642,1638.65255138229,1497.25363646496,1400.56187154202,1349.34744660068
"209","PITUNG","Pithecellobium unguis-cati",669,1398,1008,1306,637,0.0506407367337461,NA,3.82512534803466,NA,13.158650823889,13.425176541328,1413.49480450738,1372.13339960763,1284.06396957519,1377.52493510755
"210","PLUALB","Plumeria alba",2061,4865,6718,7308,5247,0.0694484064247685,NA,0.0784572991021371,NA,0.078067512129856,0.424253089374562,1440.86622867877,1233.46157776635,1189.77998295177,1230.25843490975
"211","PLUOBT","Plumeria obtusa",835,1180,1225,1260,425,0.740837275886184,69.1987218461539,0.555477541834775,63.5403195354492,0.61186441629589,1.03516012330838,1297.60472788339,2061.77904825532,1961.02505449081,2361.15782669135
"212","PODCOR","Podocarpus coriaceus",1188,1814,1581,1854,666,0.0275460446677071,NA,1.71806182665752,NA,0.760396009878144,0.458256914066671,1792.24048587918,1635.98012338343,1584.14535325155,1592.32906074561
"213","POIFLO","Poitea florida",3616,6752,7588,8289,4673,0.0550920893354143,NA,2.87825928428523,NA,3.17508601589983,3.51184522320658,1424.9527938185,1281.89138052647,1250.95479438804,1281.40589888006
"214","POUMUL","Pouteria multiflora",6279,12200,16078,16318,10039,2.51029233159852,NA,0.83933306251151,NA,0.163529231545989,0.148307868968796,1269.29480896454,1169.8211008471,1126.21337845906,1188.5118705825
"215","PRUMYR","Prunus myrtifolia",2147,3316,2925,3253,1106,0.342872593275385,NA,NA,NA,NA,0.369272192685393,1136.82845277921,1255.66315413581,1222.99276762613,1340.58238641845
"216","PSESPU","Pseudolmedia spuria",1500,2300,1918,2200,700,0.0275460446677071,NA,1.46136850809659,NA,3.21737050501916,2.73321321776655,1117.87075871003,1211.48857637728,1184.47242010154,1228.47948764714
"217","PSYBRA","Psychotria brachiata",2156,4949,9516,8757,6601,1.02861777982615,NA,0.676359849816685,NA,0.339315697052575,NA,1306.49832606463,1118.35283628552,1066.6228727911,1227.80261788709
"218","PSYGRA","Psychotria grandis",2932,6856,11672,11245,8313,NA,NA,NA,NA,0.339315697052575,0.369272192685393,1309.34524596101,1111.61530642281,1073.24205452576,1187.71420142601
"219","QUATUR","Quararibea turbinata",3485,6789,7785,7920,4435,3.11339938414617,NA,3.04361932417508,NA,3.39315697052575,4.43126631222471,1408.49823700572,1193.79339582237,1216.2974056142,1232.78519244566
"220","RANACU","Randia aculeata",3044,5857,5089,5727,2683,4.46956687524379,NA,5.5807977718796,NA,4.28201314239882,6.05851151528462,1427.32888249668,1292.91984224405,1227.31973558156,1276.54406919951
"221","RAUNIT","Rauvolfia nitida",2381,6011,6805,7467,5086,0.342872593275385,NA,0.105439738155212,NA,NA,NA,1462.2133623636,1285.23587958646,1260.27850840723,1284.7057284712
"222","REYUNC","Reynosia uncinata",698,1197,798,1041,343,NA,190.296485076923,NA,176.179976893746,NA,NA,1950.54987859516,1575.21946571654,1449.73789465116,1428.33391356815
"223","RHIMAN","Rhizophora mangle",834,1539,1980,2074,1240,0.480602816613921,NA,1.43420630598078,NA,2.37520987936802,5.23346387795196,1777.48874955917,1364.52050055108,1429.50901141639,1425.69053195786
"224","ROCACA","Rochefortia acanthophora",915,1901,1343,1827,912,NA,NA,1.35271969963337,NA,1.3572627882103,1.47708877074157,1597.4912522311,1303.30643442982,1273.59954833032,1318.90317071469
"225","RONINE","Rondeletia inermis",3664,6171,6214,6709,3045,0.68574518655077,NA,1.87524311770271,NA,4.04340537071787,3.69272192685393,1438.42746709361,1285.20195389945,1318.9258838922,1380.98040821636
"226","ROYBOR","Roystonea borinquena",3009,7760,11342,11400,8391,0.849151949344879,NA,1.07245285719019,NA,1.71228392568539,2.31091324317545,1363.74733437356,1134.88543745808,1118.33654838979,1183.73400510325
"227","SAMDOD","Samyda dodecandra",3303,5629,6110,6842,3539,NA,NA,NA,NA,NA,1.50427238909678,1385.25458029422,1255.66255270687,1187.86252728182,1263.46523318625
"228","SAMSAM","Samanea saman",1030,2675,2590,3174,2144,0.0948487737921842,NA,0.127705742639074,NA,0.20982056228542,0.130477080929323,1544.88192603124,1271.47192113796,1238.07361893205,1403.21044341126
"229","SAPLAU","Sapium laurocerasus",3867,8045,11626,11025,7158,1.85209318971546,NA,0.135811010579021,NA,0.109019487697326,0.148307868968796,1298.32983749654,1130.1083984099,1080.11525361671,1210.28276411365
"230","SAPSAP","Sapindus saponaria",880,1620,2426,2589,1709,0.110184178670829,NA,NA,NA,NA,NA,1822.35310662914,1410.95730149487,1303.8173688592,1440.28308292642
"231","SAVSES","Savia sessiliflora",663,2317,2298,2734,2071,1.0677763883547,NA,1.00812829246642,NA,NA,NA,1674.5962555576,1336.32741659692,1331.81114234723,1247.63585335412
"232","SCHFRU","Schaefferia frutescens",4193,8204,10149,10920,6727,NA,NA,0.965139733248886,NA,1.35744458349776,2.46729424642113,1355.58158726163,1275.38600231262,1238.15091052738,1301.61022047476
"233","SCHGLE","Schefflera gleasonii",2938,6869,11695,11265,8327,0.0275460446677071,NA,NA,NA,NA,NA,1333.52923111115,1114.35494923944,1082.11331366203,1214.23315140141
"234","SCHOBO","Schoepfia obovata",2855,4457,3816,4277,1422,0.0275460446677071,NA,0.338179924908343,NA,0.339315697052575,0.369272192685393,1260.95096180984,1412.14164401362,1440.98959879484,1492.40377842896
"235","SENSIA","Senna siamea",6497,13153,18205,18297,11800,2.51974631376207,NA,1.50793598800835,NA,2.61435912009107,3.58692658611286,1275.08424119104,1161.06306492212,1107.6659541048,1178.85625130357
"236","SIDCUB","Sideroxylon cubense",1902,3015,2714,3054,1152,1.02861777982615,NA,0.480079455088889,NA,0.454619737656772,0.455778958628119,1661.95363181108,1521.88735049578,1512.67552344697,1545.39383694551
"237","SIDFOE","Sideroxylon foetidissimum",3365,5405,4483,5201,1836,0.88318422875307,NA,0.0543244042316082,NA,0.054509743848663,0.979877142065181,1546.3727123827,1511.94083139954,1477.85518523864,1510.26362650284
"238","SIDOBO","Sideroxylon obovatum",788,1284,905,1133,345,0.0275460446677071,NA,0.0271622021158041,NA,NA,1.982279055203,1600.38356566947,1686.29611012654,1490.73923249821,1603.26486433667
"239","SIDSAL","Sideroxylon salicifolium",3347,5344,4406,5073,1726,0.137730223338536,NA,1.542855114444,NA,1.37761464107983,1.497747070144,1554.46905773174,1517.30551691768,1502.10581638191,1524.71999576478
"240","SLOAMY","Sloanea amygdalina",2855,4457,3816,4277,1422,NA,NA,0.0271622021158041,NA,0.0272548719243315,0.0296615737937593,1260.95096180984,1412.14164401362,1440.98959879484,1492.40377842896
"241","SLOBER","Sloanea berteriana",1793,3087,4914,4423,2630,2.27760391699397,NA,2.89557481407737,NA,1.57530176360495,1.00549854951462,1191.56211429337,1088.80327615758,1099.55150458088,1297.96734250877
"242","SOLRUG","Solanum rugosum",2079,5618,10302,9933,7854,2.40010815292769,NA,1.35271969963337,NA,NA,NA,1339.98565464773,1120.77662872666,1081.72664086803,1218.96696370767
"243","SPACAM","Spathodea campanulata",4140,8869,13796,13545,9405,97.5505936777076,NA,83.2630441898428,NA,74.6073718260023,53.6618776649752,1293.43107198034,1124.95349076635,1105.31140690112,1207.12068149113
"244","SPOMOM","Spondias mombin",1692,4255,8056,8050,6358,1.83284585149839,NA,1.85668100771707,NA,0.66905126759745,0.697714520801218,1463.3043578712,1226.2684418096,1195.52577153614,1236.89055971342
"245","STEAPE","Sterculia apetala",5946,11780,15644,15873,9927,0.68574518655077,NA,0.0271622021158041,NA,0.400109993808109,0.489770565190825,1276.12624775905,1168.7331580163,1124.57459745007,1197.15607570904
"246","SWIMAC","Swietenia macrophylla",6473,13079,18105,18149,11676,0.0826381340031214,NA,0.588728263552105,NA,0.541738568335562,0.489770565190825,1276.59219883041,1163.93828971052,1111.0240998684,1181.21222752328
"247","SYMMAR","Symplocos martinicensis",4207,7063,7301,7794,3587,0.590786995284749,NA,0.0814866063474123,NA,0.109019487697326,0.118646295175037,1481.31346497899,1322.92007694496,1325.48668082997,1394.57160161429
"248","SYZJAM","Syzygium jambos",2821,7120,12345,11769,8948,33.8721600116127,NA,23.1711287313088,NA,24.3609394533451,18.2880741939798,1354.05998569035,1113.79025855529,1079.18392613282,1226.52034507236
"249","SYZMAL","Syzygium malaccense",3465,8168,14156,13541,10076,1.17096473269304,NA,NA,NA,NA,NA,1345.97527262965,1142.50003092694,1088.00440088401,1212.73502205239
"250","TABCIT","Tabernaemontana citrifolia",3132,7748,13722,13096,9964,0.0275460446677071,NA,0.0271622021158041,NA,NA,NA,1356.96758047843,1139.84993787525,1089.98940578083,1220.38370145789
"251","TABHAE","Tabebuia haemantha",2674,6130,11375,11357,8683,11.8114797817997,NA,12.3422863426032,NA,11.5702731246187,21.9070923061465,1366.63029112679,1197.73284546219,1135.26311944468,1232.7603662744
"252","TABHET","Tabebuia heterophylla",2134,4637,4728,4768,2634,35.501274416541,159.737720769231,40.6210952527908,156.890034394315,41.9616303738903,44.6881790712833,1468.57396960623,1219.91184709085,1234.40588161258,1273.81619941313
"253","TABRIG","Tabebuia rigida",1188,3382,4516,3956,2768,NA,NA,0.0271622021158041,NA,0.0272548719243315,NA,1543.38487987278,1117.43610384575,1071.56822050033,1179.32459371235
"254","TABSCH","Tabebuia schumanniana",1505,2909,5026,4534,3029,NA,NA,0.338179924908343,NA,0.67863139410515,0.738544385370785,1318.62748055858,1173.460347516,1143.10863556347,1354.55554824681
"255","TAMIND","Tamarindus indica",1449,3498,4638,5171,3722,0.88318422875307,NA,0.0271622021158041,NA,0.0817646157729944,0.0985603391442258,1511.22320060532,1229.16389394135,1223.34521816174,1288.11548733559
"256","TECSTA","Tecoma stans",1992,4496,6109,6575,4583,NA,NA,NA,NA,NA,0.396455811040601,1463.2285379337,1240.6010923959,1231.53201600711,1244.47656490611
"257","TERCAT","Terminalia catappa",4392,9077,11428,12082,7690,0.343547236042251,NA,0.400343137322262,NA,0.798046439478604,1.10971701649765,1339.02640446376,1173.54196198466,1142.08869997522,1185.46668638548
"258","TERSTA","Ternstroemia stahlii",2686,4556,4502,4885,2199,NA,NA,NA,NA,0.339315697052575,0.369272192685393,1372.73515501213,1355.08150924676,1359.11372140524,1395.29608812062
"259","TETBAL","Tetragastris balsamifera",3787,8250,12819,12654,8867,0.0664773939922465,NA,4.31754762053946,NA,4.31110953089616,0.827529106752063,1344.06399677668,1218.33721000948,1178.50875648037,1228.01604721536
"260","TETELA","Tetrazygia elaeagnoides",2627,5918,5827,6055,3428,10.1734315402977,NA,9.30722327431924,NA,11.8043747447308,11.3098765819266,1547.29238551512,1194.99064928971,1209.60548507162,1209.69318675155
"261","THEGRA","Thespesia grandiflora",1778,3991,6373,6413,4635,0.906113543892427,NA,2.3639791252374,NA,1.40486951300416,0.818525832360729,1458.7892931367,1218.85834692084,1244.7630749461,1290.67134299087
"262","THEPOP","Thespesia populnea",1617,3284,4727,5121,3504,0.342872593275385,NA,0.00706314479187391,NA,0.0118936299956449,0.0512717370652961,1499.4264742075,1342.06051224596,1317.96483662744,1332.81699766116
"263","THOSTR","Thouinia striata",2499,3998,3334,3780,1281,14.5317517359702,NA,8.47837997570337,NA,10.1366632320915,10.0644938997446,1214.34122706096,1310.11903299971,1319.64823369622,1375.72704296191
"264","TRIHIR","Trichilia hirta",3792,8142,12469,12628,8836,0.627590823704962,NA,3.76452435783322,NA,2.3856505404734,2.09155243490435,1314.47768550189,1221.24805979201,1161.40704610601,1240.17007073701
"265","TRIPAL","Trichilia pallida",3636,8035,11903,11370,7734,11.1960526719891,NA,7.49428275221515,NA,6.13493741887068,3.01350068907066,1299.29084748672,1127.05321878591,1080.26006077346,1236.91211562666
"266","TUROCC","Turpinia occidentalis",2826,6054,10058,9451,6625,0.204207617330782,NA,0.398177130416651,NA,0.370375979733696,0.339267410038192,1274.63119560036,1143.22725791863,1091.88403335355,1243.30719093493
"267","UREBAC","Urera baccifera",3803,6355,10915,10900,7097,4.80021630585539,NA,1.35271969963337,NA,1.79719675975648,3.48655144429978,1207.98933860334,1194.25538510219,1141.8197145736,1243.78533453883
"268","VITDIV","Vitex divaricata",2797,6700,11602,11205,8408,0.110184178670829,NA,0.419666531255755,NA,0.421080312825569,0.458256914066671,1337.9177975783,1127.72578843623,1087.74486641191,1215.85196407763
"269","ZANFLA","Zanthoxylum flavum",2516,4024,3359,3812,1296,NA,NA,0.676359849816685,NA,1.01794709115772,NA,1212.80089025195,1286.78588424887,1294.96738831609,1391.5422059511
"270","ZANMAR","Zanthoxylum martinicense",3302,8109,10571,10704,7402,4.59716576295554,NA,4.75040997524841,NA,5.38157020196865,4.33057881902308,1365.67663732679,1142.19218481725,1097.32651140944,1168.61980930424
"271","ZANMON","Zanthoxylum monophyllum",911,3644,5290,5633,4722,3.53903727863088,NA,3.50597939343427,NA,3.85255800479582,3.1953422674389,1616.63761688081,1266.07288154736,1216.61937356892,1379.07070334551
