"sp","sum","sum.1","sum.2","sum.3","sum.4","sum.5","sum.6","sum.7","sum.8","sum.9","sum.10","sum.11","tpa2004","tpa2009","tpa2014","tpa2019","tpa_gs_2004","tpa_gs_2009","tpa_gs_2014","tpa_gs_2019","tpa_diam2_2004","tpa_diam2_2009","tpa_diam2_2014","tpa_diam2_2019","tpa_seedlings_2004","tpa_seedlings_2009","tpa_seedlings_2014","tpa_seedlings_2019","nPlots2004","nPlots2009","nPlots2014","nPlots2019"
"CASARB",18581.3246748624,2774.50286583789,6050.05883795209,9646.54896385502,9130.20203846321,6355.69917262532,14379,2382,5349,8882,8142,5760,8.72786296395317,9.76452431702586,7.61269587013583,6.25627768459181,NA,NA,NA,NA,2.25748487655108,3.14631587278181,4.27081892428117,3.0549363242456,0.354629102093461,0.351527127256468,6.64896164754861,17.9247056596716,15,17,18,18
"CASDEC",28347.3385161757,4269.64010238647,8947.22411873937,11978.0899463296,11975.4465768933,7705.80647450686,22968,3061,7247,7923,7828,4767,3.19166191884115,2.84045125129997,2.49872662513377,2.43200815892276,NA,NA,NA,NA,0.354629102093461,0.379761360504689,0.351990622300547,0.445375904301178,2.83703283093942,14.7641394291772,0.703981244601093,11.7493204328352,5,9,7,7
"CASELA",27979.9270056225,4099.94818628766,8615.2227047421,12171.4265627861,12202.6018393021,8102.65365301445,29310,4153,8767,13771,13968,9815,NA,0.056468466496443,0.0848188817614354,0.0620042773261967,NA,NA,NA,NA,NA,0.056468466496443,0.0848188817614354,0.0620042773261967,NA,10.3025859817404,5.27985936268049,NA,NA,1,1,1
"CASEQU",7258.2675107558,784.001175415702,1220.85920957383,1039.09387817676,1186.34440008225,402.343224666547,10908,1186,1838,1575,1806,620,NA,0.169405399489329,NA,NA,NA,0.0847026997446644,NA,NA,NA,0.169405399489329,NA,NA,NA,0.351527127256468,NA,NA,NA,1,NA,NA
"CASGUI",20416.4363214571,2929.10743866721,6394.30016640504,7721.93768489175,7724.82840040792,4795.72096174071,24985,3695,8114,9211,9199,5504,55.2340643960767,53.7377630153424,44.2600593909212,44.2154938226063,NA,NA,NA,NA,8.9312919089853,11.1554883581975,8.18712250311681,9.85310459448607,1.41851641310442,0.351527127256468,0.351990622300547,74.8031184001068,40,40,35,40
"CASSYL",26716.283027974,4107.96033387817,8680.52345099766,12759.6869122144,12549.4736683369,8441.51333445869,31497,5082,10430,15062,14814,9732,44.9111091975578,53.3962150294636,44.3283531061044,35.3217745213078,NA,NA,NA,NA,5.1190358711213,10.4016062714334,13.0441158543878,12.3393471883146,0.354629102093461,25.6614804350873,1.79474538522806,22.3407561272584,27,39,37,36
"CECSCH",22412.9088614006,3758.83333497867,7850.50540832058,10878.9256711341,10634.6270650178,6875.79373003915,14577,2469,5917,8681,7910,5441,15.0261354133462,10.4217197194498,12.154884410663,9.75683449248886,2.10336159323027,2.24911744889372,0.766147044977243,0.0930064159892951,9.20484199591303,8.95746717969844,11.0641202747314,8.59894976914344,0.354629102093461,21.3242038716066,0.351990622300547,125.172214709274,58,68,69,52
"CEIPEN",26745.9321200252,3882.95632508397,7921.49934694171,10641.4177185893,10831.1101026535,6948.15377756953,15723,1698,3120,3945,4343,2645,NA,0.437905391230215,0.41505585191764,0.445375904301178,NA,NA,NA,0.0310021386630984,NA,0.437905391230215,0.41505585191764,0.445375904301178,NA,9.31147446809544,7.42252744006448,NA,NA,2,2,2
"CELTRI",12461.721397853,2275.60747186095,4595.41656695865,5847.02269518701,6049.49973217351,3773.89226031257,3965,720,1307,1091,1244,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CESCIT",27180.3117975593,4273.30278509855,8768.84114670753,12143.0839600563,12121.8399180174,7848.53713291883,33422,5982,12520,18069,17831,11849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CESMAC",20079.8319601677,3550.39747945964,6973.26228682697,10234.7335792482,9883.10049997643,6332.70302051678,11763,2672,4882,8334,7569,4897,0.119850047325576,0.794085774057738,1.47754702726208,1.60067068017311,0.0854716528383138,NA,NA,NA,0.119850047325576,0.0328874888192764,NA,0.41437376563808,15.7509083432601,10.0726727837959,1.40796249859295,0.385961574448474,3,3,3,3
"CHICOM",18451.8665637504,2963.46464300761,6025.69476109138,7005.30548780644,7032.60716635268,4069.14252334507,9559,1583,3024,3007,2911,1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIDOM",21653.3010174334,3779.8681749627,7509.84037439525,10203.0264258534,10126.2964508832,6346.42827592045,19968,4404,8584,11456,11106,6702,0.383119653039566,0.436229827001132,0.760527165775383,1.57484843645699,NA,0.0282342332482215,NA,NA,0.383119653039566,0.0847026997446644,0.408536543474837,0.802925287560046,16.5472207896696,0.351527127256468,9.15175623146341,0.771923148896948,2,3,4,4
"CHIHOL",7188.83829765068,1808.53152957465,3113.82196141197,3519.61342535028,3653.80047589797,1845.26894632331,2371,665,1111,894,1017,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIVEN",25893.0589018166,4114.51947364211,8488.83520004153,11258.6375161111,11179.3407243341,7064.82125069201,20098,3202,6653,7320,7106,3904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRARG",22544.5604075019,3830.29292719532,7625.7820137674,10259.076264435,10146.1225958318,6315.82966863643,20560,3825,7231,8572,8357,4532,NA,1.11272541249493,1.05597186690164,0.771923148896948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
"CHRICA",24719.6289486885,2834.92114851624,6381.76513072103,9036.95728655905,9176.70499821752,6341.78384970129,22431,1635,4171,6285,6522,4887,0.383119653039566,3.86679839982115,4.5758780899071,3.08769259558779,NA,NA,NA,NA,0.383119653039566,1.0545813817694,2.11194373380328,1.5438462977939,111.073139582105,0.351527127256468,13.0195851363058,1.24312129691424,1,1,1,1
"CHROLI",17528.192882712,2301.81960845907,4542.97920136066,5609.59514955318,5994.40485568983,3692.58524723076,12424,1293,2289,3084,3345,2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRPAU",25575.05737834,3479.54038267722,7466.01386805577,10547.5740648764,10587.7034197259,7108.16303704865,25614,2588,6239,10262,10167,7579,0.354629102093461,NA,0.0282729605871451,0.0310021386630984,NA,NA,NA,NA,0.354629102093461,NA,0.0282729605871451,0.0310021386630984,0.7092582089175,NA,44.0336202960627,1.92980787739091,1,NA,1,1
"CINELO",27630.5357736535,3777.57219284214,8276.8721945025,12093.1324992329,11965.904532833,8188.33233999088,35257,3879,9451,15295,14859,10980,4.46356633650083,3.48977992733152,3.75384532746545,3.10494047367285,0.176831149217785,0.395279265475101,0.254456645284306,0.812844200339323,2.4695791501269,2.43519854556212,1.64190159366218,2.3330173247759,11.1541703568377,0.351527127256468,12.9152083479975,4.63153891912438,10,29,31,33
"CINMON",19452.8699083328,3590.62041980028,7343.78055541217,10227.4381725043,10193.780601114,6603.16018131375,29063,5455,11147,15519,15464,10009,0.440100754931775,0.0940092108867744,0.473413792022098,0.581025866558751,NA,0.0328874888192764,NA,NA,0.0854716528383138,0.0940092108867744,0.473413792022098,0.581025866558751,0.709258204186922,1.75763564566074,1.54713157048147,0.385961574448474,4,2,4,5
"CITCAU",7421.31586731598,1481.99114637898,3054.26828825509,4583.62760080321,4238.7232507171,2756.73210433812,7357,1852,3469,4847,4314,2462,NA,0.703054254512936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"CITSPI",28932.8649546504,4268.72963342071,9064.4594475925,12242.6290118396,12249.3626585007,7980.63302507997,30013,4068,9537,11735,11790,7722,NA,NA,0.0931502091344064,0.13306001478408,NA,NA,NA,NA,NA,NA,0.0931502091344064,0.13306001478408,NA,NA,12.6716624732504,NA,NA,NA,1,1
"CLIEGG",15664.4680901621,2488.75500497781,5642.01065492118,8764.59816259192,8508.96518801572,6020.21018303791,10862,1928,4530,7395,6845,4917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIERO",4499.82466315789,1079.1511910501,1977.63618191981,3061.74005289143,2841.68849696411,1762.53730591401,1587,917,1175,1389,1314,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIHIR",28094.1276191473,3733.87559816241,8209.61066290736,12170.0703406036,12021.7419840693,8287.86638590693,35845,3890,9503,15402,14993,11103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUCLU",15476.5386201171,2137.8726199856,5172.79573764419,8863.604807036,8450.06833376409,6312.19571377849,5180,1095,2031,3237,3059,1964,1.01079650372463,0.0847026997446644,NA,NA,0.0284905509461046,NA,NA,NA,0.656167401631173,0.0847026997446644,NA,NA,1.13750119824926,47.1046353337187,NA,NA,6,2,NA,NA
"CLUGUN",16535.4504716452,2943.97620492056,6201.52706044912,9456.67898568697,9133.39252324495,6189.41631832439,10712,2238,4654,7489,6876,4638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUMIN",28716.6044513583,4372.37784212828,8932.49548751116,12286.5271241069,12313.7083077431,7941.3304656148,45429,6917,14131,19437,19480,12563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUROS",28126.6356821358,4257.66525894403,8756.20498022437,11777.8551055491,11839.4730250537,7581.8077661097,14322,2096,4094,3605,3906,1810,3.02761448196668,4.26034341238963,4.24158087349987,4.67245994482406,0.0854716528383138,0.056468466496443,NA,0.0310021386630984,1.89011328371742,2.0930366181253,1.74285424836609,2.35669049813322,1.06388731101096,0.351527127256468,130.635947346414,3.47365419063042,15,15,15,14
"COCCOS",11736.189702509,2638.55653467309,4713.71315674717,5122.6252113902,5336.05991216097,2697.50337748788,10145,2535,4506,4650,4886,2351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCDIV",15962.0785450824,2978.43640907668,5191.23666967452,5386.04662759416,5788.27486711368,2809.838458037,18705,3400,5490,4658,5319,1919,7.6425678383889,10.8487007478339,9.41305565517212,9.6776648401679,0.0284905509461046,0.0282342332482215,NA,NA,1.74766052898689,3.64372611052798,3.32483826897298,3.83141684106158,0.709258204186922,81.4721834058962,0.351990622300547,3.88802795111996,16,16,13,15
"COCKRU",1970.15003814356,367.248846276007,556.396103404007,411.414602623282,491.859600404294,124.610754128287,3109,569,849,592,731,162,3.90092012302807,5.27290690884702,4.92786871220765,5.78942361672711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"COCMIC",18691.7599903122,2960.09741581604,5637.4621716775,7315.24799494818,7597.63408835605,4637.53667254001,8664,1528,2672,2701,2961,1433,5.68750599124629,11.1239029964911,11.6138183307329,15.3097376675278,NA,0.0282342332482215,NA,NA,1.49213030034272,4.44755052152155,5.13881805320327,5.29133982085106,1.418516417835,5.62443406892788,5.63184998967642,2.37259384489467,5,8,9,10
"COCPUB",14340.8835545094,3018.92705016304,5626.92263781792,7249.91106569488,7387.05577410758,4368.12872394454,4756,1620,2564,2360,2621,1001,5.9954019168727,NA,NA,NA,NA,NA,NA,NA,0.428242994062336,NA,NA,NA,1.13750120297984,NA,NA,NA,1,NA,NA,NA
"COCPYR",21493.929396145,3619.24283505976,7303.2887352407,10331.4498205334,10127.2123521119,6507.96951705217,18017,3981,7568,10573,9961,5980,NA,NA,0.41505585191764,0.445375904301178,NA,NA,NA,NA,NA,NA,0.0282729605871451,0.0310021386630984,NA,NA,0.351990622300547,NA,NA,NA,2,2
"COCRUG",16300.9993258622,1985.50580585236,5250.85409862129,9136.61179442285,8703.96590921702,6718.46010336466,11386,1349,3964,5538,4980,3631,NA,4.91605389578393,4.64139469596593,5.80123271893312,NA,NA,NA,NA,NA,0.819342315963987,0.773565782660989,0.82874753127616,NA,0.351527127256468,1.75995311619811,NA,NA,1,1,1
"COCSIN",14127.5171861649,2397.84914135933,4551.93171668053,5891.66356992722,5962.4356790781,3564.58653771877,582,359,422,448,453,94,0.354629102093461,0.0282342332482215,1.78822607208988,1.92980787224237,NA,NA,NA,NA,0.354629102093461,0.0282342332482215,0.0282729605871451,0.385961574448474,0.354629102093461,17.6345004779545,55.6841031859917,13.0326630364742,1,1,2,1
"COCSWA",16930.3086157963,2900.3029037714,6027.25322009623,8814.0549184978,8536.86790820956,5636.56500443816,12465,2285,5195,8452,7909,5624,0.354629102093461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"COCUVI",25457.7767443806,3878.98017216101,7957.32819797099,10647.3553594351,10749.9134838544,6870.93331169337,38806,5923,12141,16198,16364,10441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCVEN",16084.0890213166,2356.12288522371,4850.57726601121,5455.61251000816,5770.3080769974,3414.18519177369,21738,3417,6583,6401,6976,3559,NA,0.703054254512936,0.703981244601093,0.416963713111572,NA,NA,NA,NA,NA,0.703054254512936,0.703981244601093,0.416963713111572,NA,8.78817821892529,6.82699093785734,NA,NA,1,1,1
"COFARA",26957.3082711026,4200.78553526849,8750.74326892197,12406.6723969802,12284.4055392221,8083.62000395358,24301,3342,8183,14050,13427,10085,11.4486258744615,12.8294086734094,5.2798593345082,2.70173102113932,NA,NA,NA,NA,1.13750119824926,1.11272541249493,0.351990622300547,0.385961574448474,3.61990492709522,4.56718972236039,0.703981249296475,7.33326995570931,13,13,7,4
"COJARB",19938.174273191,3476.84889898635,6300.17902251147,7222.76953258365,7538.67336147465,4061.82446248829,18815,3757,5901,5028,5678,1921,0.600134966498647,0.379761360504689,0.380263582887692,0.416963713111572,NA,NA,NA,NA,0.600134966498647,0.0282342332482215,0.0282729605871451,0.0310021386630984,6.69121980035065,0.351527127256468,22.0321723057356,7.17460587988645,1,2,2,2
"COLARB",20748.9872198626,3461.30553502031,6594.74587725103,8120.70483368635,8433.3680321686,4972.06249714829,13488,2919,4686,3993,4583,1664,1.77314551046731,1.63868463192797,0.773565782660989,0.82874753127616,NA,NA,NA,NA,0.709258204186922,NA,NA,NA,0.354629102093461,NA,NA,17.266431266373,1,2,1,1
"COLELL",4516.6968722567,583.132835352487,1098.49498786539,889.115369834125,1100.34335078937,517.210515436884,4025,567,900,566,742,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLVER",15006.0060825397,2351.71563930903,5124.32296452671,7934.3338430291,7962.82661084551,5611.11097153649,5199,737,1689,1653,1980,1243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMDOD",11202.2355876276,1570.86401099805,3268.43101501558,3903.12412079982,4170.66349367611,2599.79948267806,8089,1164,2346,2669,2923,1759,0.709258204186922,0.703054254512936,0.703981244601093,0.771923148896948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"COMGLA",25832.3685338199,4211.0198090598,8541.79091704637,11176.8570099324,11152.9234289899,6941.90361993015,15932,3316,6122,6171,6170,2854,0.354629102093461,0.351527127256468,1.05597186690164,1.5438462977939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3
"CONERE",18786.6964319889,2594.01933877543,5299.05232986342,6792.0373069034,7070.83916656347,4476.81982778804,28316,3820,7937,9284,10115,6295,0.794729857025236,0.787756954257601,0.436809504061982,0.478967990437769,NA,NA,NA,NA,0.0854716528383138,0.0847026997446644,0.0848188817614354,0.478967990437769,11.7027604447735,1.40610851371507,0.703981244601093,11.9648088696851,1,1,1,1
"CORALL",28716.6044513583,4372.37784212828,8932.49548751116,12286.5271241069,12313.7083077431,7941.3304656148,45429,6917,14131,19437,19480,12563,2.53141735501346,4.72480747263899,3.96169403770595,2.65730170433875,0.0854716528383138,0.404585776617211,0.344829745294389,0.562564226001614,1.3939161567642,1.50291929660525,2.55373154850377,1.8853785554418,11.3481313142965,2.1091627776064,2.95509405968366,3.0876926110334,11,20,26,24
"CORBOR",19316.044279296,3099.4774405323,6807.75097031333,10287.1046667099,9894.2321824003,6794.754741868,14423,2592,5912,9870,9134,6542,3.41958632640999,1.81410410277878,1.11251778807593,1.21988900067162,0.142452754730523,NA,NA,NA,1.29181171384922,0.759522721009379,0.0565459211742903,0.0620042773261967,6.02869477343346,4.21832554583441,0.351990622300547,10.0350010025913,8,6,4,4
"CORCOL",18392.0446709397,1817.39098837225,4812.87291785109,7638.12465077875,7794.2642336034,5976.87324523115,23819,1776,5578,9349,9570,7794,NA,0.351527127256468,0.351990622300547,0.385961574448474,NA,NA,NA,NA,NA,NA,0.351990622300547,NA,NA,0.409671157981994,NA,NA,NA,1,1,1
"CORHIR",18151.1601577988,2233.05950386869,4724.19774801307,6021.11374416482,6358.50459603872,4125.44509217003,25605,2672,6147,8220,8892,6220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORLAE",28512.398730576,4149.31220330298,8534.10808103532,11543.2296753302,11652.6891531125,7503.37694980949,33359,4370,9355,11850,12520,8150,2.30349294744462,NA,NA,0.155010693315492,NA,NA,NA,0.124008554652394,0.737748755133027,NA,NA,0.155010693315492,8.52453885253313,NA,NA,31.2628877156737,3,NA,NA,3
"COROBO",25313.0361831933,3858.21798041835,7913.53070139885,10582.7120929211,10685.923741933,6827.7057615146,38806,5923,12141,16198,16364,10441,NA,NA,NA,0.0310021386630984,NA,NA,NA,0.0310021386630984,NA,NA,NA,0.0310021386630984,NA,NA,NA,NA,NA,NA,NA,1
"CORRIC",19843.4874108954,2532.46851868497,5338.07280452504,6914.93972928299,7276.08166188875,4743.61314320378,18614,1958,4017,5076,5648,3690,0.709258204186922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"CORSUL",23200.5379244518,3363.5745411329,7288.12899295613,10356.7449582182,10158.379959425,6794.80541829206,22225,2751,6796,9925,9420,6669,2.849816529091,6.5624338644174,6.76174310384543,6.54208552765846,0.284905509461046,0.141171166241107,0.169637763522871,0.188275697011512,2.14055832490408,4.0435999428966,5.63618669888389,4.16949169858841,2.56945798151167,0.703054259202135,1.40796248920219,113.766061633886,23,33,33,27
"CRECUJ",22414.0243303068,3015.86465717107,6218.41026723571,8080.38536725566,8411.59571182914,5395.73105465807,12299,1325,2345,3035,3359,2034,0.0343783944872623,0.0328874888192764,NA,0.03326500369602,NA,NA,NA,NA,0.0343783944872623,0.0328874888192764,NA,0.03326500369602,2.1277746267525,63.5669342447038,NA,3.28657795049766,1,1,NA,1
"CRELIN",8043.10624975083,931.775222860468,1773.7905308987,1771.91494278887,2001.67212838712,1069.89690552665,7997,854,1627,1618,1886,1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREPOR",16869.6043596938,2080.49725252017,4595.7497436665,6994.57502221689,6882.9144167006,4802.41716418043,11028,1193,1850,1591,1822,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRIPOR",25270.593094673,4053.68613116443,8144.01263575256,10875.4437250383,10968.8441370316,6915.15800586715,28715,5161,10825,15181,15138,9977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROAST",6244.04274845612,598.007732083287,1820.01581598335,2517.3221324903,2666.03407611538,2068.02634403209,2049,127,482,372,512,385,1.63935808428047,2.39988291716644,0.738773513631041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA
"CROBET",17889.4590518383,2391.10844342376,4813.73688767117,5966.51811211195,6357.35864618898,3966.25020276522,13163,1397,2636,3355,3759,2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRODIS",10783.5295447402,1395.29572114022,2894.71184308524,3772.69365836843,4022.82071905187,2627.52499791165,5338,728,1286,946,1184,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROFLA",12789.7488503867,1784.1044871465,3768.90580541496,4329.58621840028,4669.32950925227,2885.22502210577,11315,1437,3145,2585,3221,1784,1.49213030034272,0.819342315963987,NA,NA,NA,NA,NA,NA,0.428242994062336,NA,NA,NA,3.90092014195038,NA,NA,NA,3,1,NA,NA
"CROGLA",8182.69231450651,1476.86973440461,2384.86105819605,2007.66376877762,2314.31542085623,837.445686451625,5026,755,1272,856,1097,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROIMP",9027.88290802418,1143.54638625015,2637.0668759002,5354.40448517428,5312.66119173076,4169.11480548061,6447,740,1633,3354,3516,2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROPOE",13745.6535417503,2339.98818729818,5014.52611918375,7647.84257156309,7395.54197631031,5055.55378901213,967,631,832,892,857,226,1.26332116290312,1.13928408151407,0.732254205188238,0.0310021386630984,0.0854716528383138,NA,NA,NA,0.554062958716193,0.436229827001132,0.732254205188238,0.0310021386630984,117.154979713317,0.703054259202135,0.703981249296475,1.18629691453503,3,3,2,1
"CRORHA",15364.2872468983,2039.55788579961,4198.552559227,5402.2420854811,5743.57589199395,3704.01800619433,11579,1119,2412,3241,3674,2555,3.90092012302807,4.56985265433408,4.5758780899071,6.56134676562406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3
"CSSGUI",19204.0915640295,3596.1973579023,7352.77149185538,10603.9296794347,10372.4436609466,6776.24630304426,19022,3748,7979,12204,11543,7795,NA,0.0328874888192764,0.703981244601093,0.771923148896948,NA,NA,NA,NA,NA,0.0328874888192764,0.351990622300547,0.771923148896948,NA,102.204295238439,0.351990622300547,NA,NA,1,1,1
"CUPAME",26497.4321006704,3792.41132018156,8168.43739852868,10846.7757190187,10885.2056368161,7092.79431663454,32224,4366,9980,13270,13353,8987,3.85371716401348,5.18008244771806,4.1588975322994,4.69598768565406,0.0569811018922092,0.056468466496443,NA,0.0620042773261967,0.588441353203456,2.3097213989408,2.75093504309721,3.15214138786017,13.4759059599713,0.409671157981994,0.738773513631041,10.5061991149478,15,19,20,24
"CYAARB",11188.3611980867,1568.40552345952,4145.7751970249,6210.10874945483,5711.75149514672,4143.3459716872,13140,1773,5094,6703,6111,4338,2.84187178284383,6.81547468848218,6.05731249040536,2.81210403568992,NA,NA,NA,NA,2.84187178284383,6.81547468848218,6.05731249040536,2.81210403568992,1.77314551992846,4.92137980972575,0.351990622300547,7.33326995570931,8,15,18,9
"CYABOR",21921.0986373387,3875.00673644617,8101.45293709636,11661.916764576,11520.0590010844,7645.05226463825,33422,5982,12520,18069,17831,11849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYNFLE",19426.3980370355,2654.48438899823,5342.01119718839,6571.42215795301,6953.80942287434,4299.32503387611,11021,1210,2091,2048,2380,1170,NA,1.75763563628234,0.703981244601093,0.771923148896948,NA,NA,NA,NA,NA,0.703054254512936,0.351990622300547,0.385961574448474,NA,0.703054259202135,0.703981244601093,NA,NA,2,1,1
"CYNHAS",12777.8092841789,1467.8877438619,3326.46317199888,4110.07706966525,4477.14154717492,3009.25380331301,7702,860,1908,1418,1868,1008,NA,2.46068989079528,2.46393435610383,1.92980787224237,NA,NA,NA,NA,NA,0.703054254512936,1.05597186690164,1.15788472334542,NA,22.6721683350637,2.70748024963245,NA,NA,1,1,1
"CYNPOR",19546.8696446997,2819.88518256083,5520.89633703965,6421.31691196177,6804.9584684798,3985.07328591897,14304,2207,3554,2795,3342,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYRRAC",9667.73427447118,2038.1729470659,3935.09978600685,5896.83517153189,5624.78049593791,3586.60754887201,5835,2088,3108,4291,3896,1808,0.142452754730523,0.0282342332482215,0.0282729605871451,0.0310021386630984,NA,NA,NA,NA,0.142452754730523,0.0282342332482215,0.0282729605871451,0.0310021386630984,0.7092582089175,0.761198285238462,1.05597187159702,10.1202375349718,2,1,1,1
"DACEXC",14753.1411428393,2105.31784071994,5181.40896433446,8103.01295820135,7673.7119984795,5568.39415775955,18918,2640,6651,10997,10217,7577,0.696515713446717,1.18936503953284,1.19391799214969,1.14362173041356,0.227924407568837,0.338810798978658,0.226183684697161,0.18601283197859,0.341886611353255,0.837837912276371,1.19391799214969,1.14362173041356,2.83703282147827,44.3794139721795,69.7515242913469,17.9247056501325,5,6,6,4
"DAPAME",18132.782571496,2356.84482861264,5530.27391758654,9117.43793763313,8713.2915844908,6356.44675587816,6279,1297,2596,4471,4012,2715,0.0343783944872623,1.69980635399547,1.63750466533206,1.78602934727056,0.0343783944872623,NA,NA,NA,0.0343783944872623,0.0611217220674979,0.0903731000100827,0.957281815994397,7.80184027917019,0.351527127256468,1.05597187159702,3.88802794082288,1,3,4,5
"DAPHEL",18686.8793823989,3187.40008179937,5983.87709213421,6606.95765182236,6845.81983469194,3658.41975289257,10500,2093,3243,2599,2986,893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAPPHI",10253.0211136272,2078.15813112271,4151.95234646695,6753.92354207812,6276.82898387534,4198.67085275264,9334,2097,3945,6656,5981,3884,0.354629102093461,0.351527127256468,0.351990622300547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
"DELREG",20673.4350876878,2298.52321462147,5277.50927688973,8158.11923005711,8089.71522203414,5791.19200741267,11865,917,1643,2637,2901,1984,0.119850047325576,0.881766165144375,1.70457764069526,1.76538699850143,NA,NA,NA,0.0310021386630984,0.119850047325576,0.178711910631439,0.648605773793616,0.607502275156006,0.428242994062336,0.351527127256468,9.64291591626171,1.92980787739091,2,4,5,4
"DENARB",19916.0272117332,3672.17175739817,7267.45464667305,10300.0493415873,10013.3027284192,6341.13097102102,18780,4069,7735,10416,9930,5861,8.48151816966793,9.40418724283026,10.3214144318211,8.80362053944359,0.256414958514942,NA,NA,0.0620042773261967,3.4430968483906,5.18586171575264,5.39354571961345,6.10188951830427,4.96480744823077,0.409671157981994,66.2664103331401,0.385961574448474,25,22,24,26
"DENLAU",16943.2970897155,2191.19548693905,5126.46696230955,8247.69963315176,7951.85849130852,5760.66300436947,13267,1881,4918,7926,7486,5605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIOSIN",12881.5418685675,2807.82413264085,4868.3780911183,5243.59308073577,5478.17812160216,2670.35398896132,4741,1871,2674,2343,2640,769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
