"","X","SCIENTIFIC_NAME","CODE","tpa_2004","tpa_2008","tpa_2009","tpa_2013","tpa_2014","tpa_2019","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","AI_51","AI_77","AI_91","AI_00","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass","PC1","PC2"
"146",208,"Tabebuia heterophylla","TABHET",35.501274416541,159.737720769231,40.6210952527908,156.890034394315,41.9616303738903,44.6881790712833,2132,4638,4737,4770,2638,95.0055069079339,91.9621225869154,91.8638110650809,91.5897743629454,0.572690866202536,0.864730033644066,-0.080010237911609,-0.317196864095366,-0.384299674080587,-0.184790306691549,0.929057445080205,0.0908439753306668
"147",209,"Tabebuia schumanniana","TABSCH",NA,NA,0.338179924908343,NA,0.67863139410515,0.738544385370785,1503,2907,5025,4529,3026,96.627732182537,95.8728600831192,94.8595828191194,94.4257320417352,0.319866970510729,1.65534918667512,-0.0860529449130063,-0.920780877260701,0.564966453130425,-0.184202176080505,1.29368911702516,1.10627978311475
"148",210,"Tamarindus indica","TAMIND",0.88318422875307,NA,0.0271622021158041,NA,0.0817646157729944,0.0985603391442258,1449,3499,4641,5168,3719,96.1408444577733,92.9951397611282,92.6238971233091,91.5748272316656,0.721622144725554,-0.777830779241495,-0.106707424044087,0.686251744744489,-0.502957939981964,-0.105709742500473,-0.327624150361376,-0.95593033775366
"149",214,"Tetragastris balsamifera","TETBAL",0.0664773939922465,NA,4.31754762053946,NA,4.31110953089616,0.827529106752063,3779,8253,12825,12653,8874,90.9325240885788,86.2389917347058,85.046279656937,83.221977378301,-0.753464063415075,-0.7842787503028,0.0153473421533201,-0.186571725409219,-0.265641408179211,0.414924211732395,-0.43052093051566,-0.331536577588843
"150",215,"Tetrazygia elaeagnoides","TETELA",10.1734315402977,NA,9.30722327431924,NA,11.8043747447308,11.3098765819266,2626,5920,5835,6056,3430,94.4044475974951,90.5399245332096,90.4321883372239,90.2182497197984,0.394137431262519,0.785820311977354,-0.107319211616781,-0.423018084714068,-0.146983142277834,-0.180576230861311,0.805639866855372,0.235979903632835
"151",218,"Thouinia striata","THOSTR",14.5317517359702,NA,8.47837997570337,NA,10.1366632320915,10.0644938997446,2496,3997,3338,3781,1285,95.5571721154712,94.9025287790454,95.6368674238889,95.0706329724569,1.36709073999137,-0.563472185383056,-0.0864484374863734,-0.0511558121694825,0.802282984933178,-0.184873316415847,0.188727932726861,-0.245600562387586
"152",220,"Trichilia pallida","TRIPAL",11.1960526719891,NA,7.49428275221515,NA,6.13493741887068,3.01350068907066,3631,8040,11908,11368,7737,92.7362794037931,89.513221807428,87.3178574456741,86.7621735082629,0.0706168038172864,-0.408438564370246,-0.0895617903560708,0.541232011375907,-0.740274471784717,-0.180684234906692,-0.351948472163802,-0.639767768470983
"153",221,"Turpinia occidentalis","TUROCC",0.204207617330782,NA,0.398177130416651,NA,0.370375979733696,0.339267410038192,2822,6053,10061,9449,6627,93.8123867484376,91.895531724515,89.9295299100742,89.367368259853,-0.994668338799728,-0.319533070994009,-0.0674685363718137,-0.206804393684047,1.39557431444006,-0.181060091399517,-0.9410048903169,0.975602671742174
"154",222,"Urera baccifera","UREBAC",4.80021630585539,NA,1.35271969963337,NA,1.79719675975648,3.48655144429978,3798,6357,10918,10898,7100,91.8405886576406,91.2301458011542,90.8368567615289,89.3031395546866,-1.76913504874441,-0.840561883498458,-0.0791081032834115,6.6369381747514,-1.3335658012916,-0.921643825216138,-5.32139387298496,-1.23892564325612
"155",223,"Vitex divaricata","VITDIV",0.110184178670829,NA,0.419666531255755,NA,0.421080312825569,0.458256914066671,2791,6703,11609,11198,8407,93.4207157564571,89.4519692374359,87.174862154149,85.8974243388781,-0.187222647390024,-0.686466314017063,-0.086464115956085,-0.103068933371254,1.63289084624281,-0.218715975293551,-0.84468300303762,0.654885166525259
"156",224,"Zanthoxylum martinicense","ZANMAR",4.59716576295554,NA,4.75040997524841,NA,5.38157020196865,4.33057881902308,3301,8112,10587,10700,7399,92.2500231770981,86.9861744148426,84.7804864988119,84.0433836906464,-0.670906614640815,-0.367346412377395,-0.0331270857871896,1.37833688689145,2.10752390984832,-0.184125035228266,-1.9700812562884,0.979726005612311
"157",225,"Zanthoxylum monophyllum","ZANMON",3.53903727863088,NA,3.50597939343427,NA,3.85255800479582,3.1953422674389,909,3646,5292,5632,4723,96.742335547781,92.8293174638257,91.4530638996178,90.8963094917559,0.617587038963736,-0.408438564370246,-0.105576731567325,0.0131129105167076,-1.09624926948885,0.358652530861507,0.501935790613126,-1.11773423897506
