"","X","CODE","Species","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","tpa_2004","tpa_2008","tpa_2009","tpa_2013","tpa_2014","tpa_2019","D_51","D_91","D_00","D_77","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass","PC1","PC2"
"240",240,"SLOAMY","Sloanea amygdalina",2855,4457,3816,4277,1422,NA,NA,0.0271622021158041,NA,0.0272548719243315,0.0296615737937593,1260.95096180984,1412.14164401362,1440.98959879484,1492.40377842896,0.542077269743808,-1.2047760805455,-0.0758185353561508,-0.129185922674546,-0.27168847687194,0.0433859580600997,-0.21344708779347,-0.850485138328141
"241",241,"SLOBER","Sloanea berteriana",1793,3087,4914,4423,2630,2.27760391699397,NA,2.89557481407737,NA,1.57530176360495,1.00549854951462,1191.56211429337,1088.80327615758,1099.55150458088,1297.96734250877,0.627173131196325,-0.630337193658749,-0.0501982769222909,-0.388475311054176,1.03228805717145,-0.114001186195577,0.0408635099239073,-0.21785962681242
"242",242,"SOLRUG","Solanum rugosum",2079,5618,10302,9933,7854,2.40010815292769,NA,1.35271969963337,NA,NA,NA,1339.98565464773,1120.77662872666,1081.72664086803,1218.96696370767,-0.146998332349072,-0.0515974844325955,-0.0419448613361048,0.155839547292244,-0.0501481956628391,-0.0919406700166198,-0.18021070594272,0.0657230335790782
"243",243,"SPACAM","Spathodea campanulata",4140,8869,13796,13545,9405,97.5505936777076,NA,83.2630441898428,NA,74.6073718260023,53.6618776649752,1293.43107198034,1124.95349076635,1105.31140690112,1207.12068149113,-1.98602884960967,-0.577171097881579,0.0387082823866796,1.18054629537769,-1.10149172580864,-0.174744328127213,-1.6273360986445,0.914501210480256
"244",244,"SPOMOM","Spondias mombin",1692,4255,8056,8050,6358,1.83284585149839,NA,1.85668100771707,NA,0.66905126759745,0.697714520801218,1463.3043578712,1226.2684418096,1195.52577153614,1236.89055971342,-0.276081065141945,-0.449897685685594,-0.0172175659711657,-0.0822518844882595,0.185679125639223,0.387889970661911,-0.221451831488567,-0.132069610373907
"245",245,"STEAPE","Sterculia apetala",5946,11780,15644,15873,9927,0.68574518655077,NA,0.0271622021158041,NA,0.400109993808109,0.489770565190825,1276.12624775905,1168.7331580163,1124.57459745007,1197.15607570904,-1.75920971998805,-2.28794234475225,-0.0561703209019144,1.38718742152317,1.03565044705979,-0.0794328983623866,-2.77341295708592,1.18090694371276
"246",246,"SWIMAC","Swietenia macrophylla",6473,13079,18105,18149,11676,0.0826381340031214,NA,0.588728263552105,NA,0.541738568335562,0.489770565190825,1276.59219883041,1163.93828971052,1111.0240998684,1181.21222752328,-0.950479085115388,-1.23355783492305,0.0739918246763501,1.2564629532539,0.439571450788092,-0.0998500366466684,-1.73734699493738,0.803334799239385
"247",247,"SYMMAR","Symplocos martinicensis",4207,7063,7301,7794,3587,0.590786995284749,NA,0.0814866063474123,NA,0.109019487697326,0.118646295175037,1481.31346497899,1322.92007694496,1325.48668082997,1394.57160161429,-0.140841885746214,-0.850979154310301,-0.0623822219203515,0.0477018794328371,0.0839414869580758,0.185292253667327,-0.463870507218484,-0.247385876609283
"248",248,"SYZJAM","Syzygium jambos",2821,7120,12345,11769,8948,33.8721600116127,NA,23.1711287313088,NA,24.3609394533451,18.2880741939798,1354.05998569035,1113.79025855529,1079.18392613282,1226.52034507236,-0.285731637913741,0.134737838210958,-0.0929413142208991,-0.715155710167347,0.439571450788092,0.00348005534253159,0.293318720412006,0.070652720758788
"249",249,"SYZMAL","Syzygium malaccense",3465,8168,14156,13541,10076,1.17096473269304,NA,NA,NA,NA,NA,1345.97527262965,1142.50003092694,1088.00440088401,1212.73502205239,0.733358697446914,0.11533268468385,-0.0876722693634162,-0.177075841448368,-0.261073912932042,-0.0970353731434695,0.471182907414658,-0.588860927272112
"250",250,"TABCIT","Tabernaemontana citrifolia",3132,7748,13722,13096,9964,0.0275460446677071,NA,0.0271622021158041,NA,NA,NA,1356.96758047843,1139.84993787525,1089.98940578083,1220.38370145789,-0.757889534160756,-0.136840757910027,-0.0868587221217326,1.30288945860049,-1.10149172580864,-0.172328099295731,-1.04328760819626,0.28614718827929
"251",251,"TABHAE","Tabebuia haemantha",2674,6130,11375,11357,8683,11.8114797817997,NA,12.3422863426032,NA,11.5702731246187,21.9070923061465,1366.63029112679,1197.73284546219,1135.26311944468,1232.7603662744,-0.106635008559561,0.830939785228376,-0.0541297943551621,-0.145511784610838,-0.0586986838895603,-0.165062791293073,0.406516551351287,0.197454909725812
"252",252,"TABHET","Tabebuia heterophylla",2134,4637,4728,4768,2634,35.501274416541,159.737720769231,40.6210952527908,156.890034394315,41.9616303738903,44.6881790712833,1468.57396960623,1219.91184709085,1234.40588161258,1273.81619941313,0.547935141348586,0.850736928998727,-0.0687014067765603,-0.34384044341433,-0.27168847687194,-0.174076821073019,0.829137590933158,-0.308802959436786
"253",253,"TABRIG","Tabebuia rigida",1188,3382,4516,3956,2768,NA,NA,0.0271622021158041,NA,0.0272548719243315,NA,1543.38487987278,1117.43610384575,1071.56822050033,1179.32459371235,0.0283568587265569,1.22230586061163,-0.0681861578294278,-0.289591472324667,0.236131704895011,-0.171035320526159,0.67923781734518,0.289715212627312
"254",254,"TABSCH","Tabebuia schumanniana",1505,2909,5026,4534,3029,NA,NA,0.338179924908343,NA,0.67863139410515,0.738544385370785,1318.62748055858,1173.460347516,1143.10863556347,1354.55554824681,0.296446630185054,1.66005607322177,-0.0754159610900825,-0.912842125755711,0.676658093341435,-0.173445359399751,1.29887351379585,0.249030329392946
"255",255,"TAMIND","Tamarindus indica",1449,3498,4638,5171,3722,0.88318422875307,NA,0.0271622021158041,NA,0.0817646157729944,0.0985603391442258,1511.22320060532,1229.16389394135,1223.34521816174,1288.11548733559,0.696079783289757,-0.830674286910214,-0.0983668706594328,0.602115602669012,-0.390231798148612,-0.0891699237795676,-0.430705674104397,-0.64737423798614
"256",256,"TECSTA","Tecoma stans",1992,4496,6109,6575,4583,NA,NA,NA,NA,NA,0.396455811040601,1463.2285379337,1240.6010923959,1231.53201600711,1244.47656490611,-0.64168672799642,0.445295566564932,-0.0320644886632392,0.236192592692918,-0.290745693863921,-0.160786879071996,-0.17810827244952,0.426439137436593
"257",257,"TERCAT","Terminalia catappa",4392,9077,11428,12082,7690,0.343547236042251,NA,0.400343137322262,NA,0.798046439478604,1.10971701649765,1339.02640446376,1173.54196198466,1142.08869997522,1185.46668638548,0.603168249455685,-0.315630812112505,-0.0961219187329885,0.308824936913876,1.53654334608951,-0.129312148962131,-0.338025652031869,0.242482402686075
"258",258,"TERSTA","Ternstroemia stahlii",2686,4556,4502,4885,2199,NA,NA,NA,NA,0.339315697052575,0.369272192685393,1372.73515501213,1355.08150924676,1359.11372140524,1395.29608812062,-0.105272141067605,0.214812881810271,-0.0418121502544103,-0.349209014383512,0.0252770015248834,0.0214293910434116,0.269456847213666,-0.0521933137388325
"259",259,"TETBAL","Tetragastris balsamifera",3787,8250,12819,12654,8867,0.0664773939922465,NA,4.31754762053946,NA,4.31110953089616,0.827529106752063,1344.06399677668,1218.33721000948,1178.50875648037,1228.01604721536,-0.771215202051955,-0.837274767560479,0.0372583312024517,-0.220699468757444,-0.153145155595268,0.345848729208765,-0.455855953143877,-0.0689174018937548
"260",260,"TETELA","Tetrazygia elaeagnoides",2627,5918,5827,6055,3428,10.1734315402977,NA,9.30722327431924,NA,11.8043747447308,11.3098765819266,1547.29238551512,1194.99064928971,1209.60548507162,1209.69318675155,0.370324803554655,0.7699608079481,-0.0990466787130484,-0.443598639864384,-0.0346018343185961,-0.140775539361723,0.736399658949685,-0.195988083727868
"261",261,"THEGRA","Thespesia grandiflora",1778,3991,6373,6413,4635,0.906113543892427,NA,2.3639791252374,NA,1.40486951300416,0.818525832360729,1458.7892931367,1218.85834692084,1244.7630749461,1290.67134299087,-0.594834289916745,-0.911311142879798,-0.0556721047372592,0.567736376842081,-0.127172833333099,-0.0497704357601847,-0.995843089519251,0.160736644786214
"262",262,"THEPOP","Thespesia populnea",1617,3284,4727,5121,3504,0.342872593275385,NA,0.00706314479187391,NA,0.0118936299956449,0.0512717370652961,1499.4264742075,1342.06051224596,1317.96483662744,1332.81699766116,-0.594834289916745,-0.911311142879798,-0.0556721047372592,0.567736376842081,-0.127172833333099,-0.0497704357601847,-0.995843089519251,0.160736644786214
"263",263,"THOSTR","Thouinia striata",2499,3998,3334,3780,1281,14.5317517359702,NA,8.47837997570337,NA,10.1366632320915,10.0644938997446,1214.34122706096,1310.11903299971,1319.64823369622,1375.72704296191,1.33813909331674,-0.611245611202997,-0.0758554257809659,-0.0930422068542891,0.913744735894779,-0.174165946614895,0.163772199319023,-0.566774235684907
"264",264,"TRIHIR","Trichilia hirta",3792,8142,12469,12628,8836,0.627590823704962,NA,3.76452435783322,NA,2.3856505404734,2.09155243490435,1314.47768550189,1221.24805979201,1161.40704610601,1240.17007073701,-0.351400454332959,-0.53729152975606,-0.0152429436671379,0.517855254173703,-0.0560975087858729,-0.112118543997373,-0.695764246092509,0.184893749082502
"265",265,"TRIPAL","Trichilia pallida",3636,8035,11903,11370,7734,11.1960526719891,NA,7.49428275221515,NA,6.13493741887068,3.01350068907066,1299.29084748672,1127.05321878591,1080.26006077346,1236.91211562666,0.0485129720255937,-0.452545082632627,-0.0793149310880922,0.465404771269277,-0.627318440701956,-0.169668230683173,-0.41450084760863,-0.27676791305376
"266",266,"TUROCC","Turpinia occidentalis",2826,6054,10058,9451,6625,0.204207617330782,NA,0.398177130416651,NA,0.370375979733696,0.339267410038192,1274.63119560036,1143.22725791863,1091.88403335355,1243.30719093493,-1.01114546630478,-0.361536766504524,-0.0547652791182995,-0.239772906813331,1.50646134227814,-0.170071778747856,-0.683884557465878,1.01735239069372
"267",267,"UREBAC","Urera baccifera",3803,6355,10915,10900,7097,4.80021630585539,NA,1.35271969963337,NA,1.79719675975648,3.48655144429978,1207.98933860334,1194.25538510219,1141.8197145736,1243.78533453883,-1.78152153893334,-0.894889128428755,-0.0676989699617784,6.21185760362633,-1.22003504708532,-0.424275668189681,-4.77740877947794,2.09606278284865
"268",268,"VITDIV","Vitex divaricata",2797,6700,11602,11205,8408,0.110184178670829,NA,0.419666531255755,NA,0.421080312825569,0.458256914066671,1337.9177975783,1127.72578843623,1087.74486641191,1215.85196407763,-0.207964603109918,-0.737148838501392,-0.0758728474326208,-0.141980967085019,1.74354798483148,-0.143585728700881,-0.620296379068905,0.572957947164995
"269",269,"ZANFLA","Zanthoxylum flavum",2516,4024,3359,3812,1296,NA,NA,0.676359849816685,NA,1.01794709115772,NA,1212.80089025195,1286.78588424887,1294.96738831609,1391.5422059511,0.98414067132369,0.78793212759323,-0.0685074888562598,-0.934948924940593,-0.627318440701956,-0.172054274698812,1.38764251565385,-0.873161721193952
"270",270,"ZANMAR","Zanthoxylum martinicense",3302,8109,10571,10704,7402,4.59716576295554,NA,4.75040997524841,NA,5.38157020196865,4.33057881902308,1365.67663732679,1142.19218481725,1097.32651140944,1168.61980930424,-0.689093811505046,-0.410481005184416,-0.016605637238878,1.25454774403725,2.21772126993817,-0.173362535124467,-1.55562059972836,1.54537363210392
"271",271,"ZANMON","Zanthoxylum monophyllum",911,3644,5290,5633,4722,3.53903727863088,NA,3.50597939343427,NA,3.85255800479582,3.1953422674389,1616.63761688081,1266.07288154736,1216.61937356892,1379.07070334551,0.592594178081484,-0.452545082632627,-0.0971104642102451,-0.0324557590148285,-0.982948404531971,0.109461420741398,0.197047244925923,-0.998496532573968
"272",272,"ZIZRET","Ziziphus reticulata",560,930,548,767,207,NA,2.88328007692308,NA,NA,NA,NA,1598.70444777068,1400.26025995406,1217.05039111961,1360.74867533949,1.49157424121961,1.62727741685202,-0.0989060722968639,-0.941763129401305,-2.27159805551008,-0.147113594526479,2.21300858574479,-1.64533121450079
