"","sp","total_hab_raw","fcover_51_raw","fcover_00_raw","tot_change_raw","total_hab","fcover_51","fcover_00","tot_change","species","seedmass","ss.guanica","ss.swenson","ss","WD","THK","LA.wp","SLA.wp","MAXHT","ss.log","thk.log","la.log","sla.log","wd.z","ss.log.z","thk.log.z","la.log.z","sla.log.z","maxht.z","ss.log.z_pi","wd.z_pi","thk.log.z_pi","la.log.z_pi","sla.log.z_pi","maxht.z_pi","pca1","pca2","pca1_pi","pca2_pi"
"Artocarpus_altilis","ARTALT",22164.5485858191,3575.66082618572,11528.1060167197,7952.445190534,13652,948,6870,5922,"Artocarpus_altilis",5898,NA,NA,5898,0.44683506,288,713.6953333,196.8713333,16,3.77070476821578,2.45939248775923,2.85351285700818,2.29418248253733,-1.32953422103335,1.8453380454779,0.469658610699868,1.8105738394002,0.898648839661143,0.347503119837729,1.8453380454779,-1.32953422103335,0.469658610699868,1.8105738394002,0.898648839661143,0.347503119837729,-2.23926598241502,-1.29170125519411,1.14761304657996,1.72688677162302
"Avicennia_germinans","AVIGER",19753.0815464049,1903.60065636085,6606.26747346623,4702.66681710538,22265,1503,5868,4365,"Avicennia_germinans",10120,NA,NA,10120,NA,NA,NA,NA,NA,4.00518051250378,NA,NA,NA,NA,2.06265240101494,NA,NA,NA,NA,2.06265240101494,2.43078807994306,-3.74876260657396,-0.000571046465502142,4.06655190485212,1.42058069469316,NA,NA,5.58605690292826,-3.1176932328134
"Badiera_penaea","BADPEN",6496.47882886887,1244.09460780211,2662.86398697166,1418.76937916955,2748,681,1723,1042,"Badiera_penaea",NA,NA,NA,NA,0.961802083,505.5111111,2.396346125,44.33559746,8,NA,2.70373070579524,0.379549547156758,1.64675256532885,1.41267061650983,NA,2.06059635249908,-1.96163333861225,-2.05551682262821,-0.625601018074375,-0.337361273967095,1.41267061650983,2.06059635249908,-1.96163333861225,-2.05551682262821,-0.625601018074375,NA,NA,-3.45029208845677,-1.79832670044837
"Bixa_orellana","BIXORE",27819.7337546162,4156.54889323935,12062.9772597179,7906.42836647853,44155,6519,18882,12363,"Bixa_orellana",25,NA,NA,25,NA,NA,NA,NA,NA,1.39794000867204,NA,NA,NA,NA,-0.353762958026803,NA,NA,NA,NA,-0.353762958026803,-0.488518470872865,-0.286252946136382,0.164319473303811,0.237482992219848,-0.272393749442357,NA,NA,0.235483565409972,0.343518307880778
"Bocconia_frutescens","BOCFRU",28092.6860997267,4020.75463375822,12124.2955036499,8103.54086989164,36157,3913,15001,11088,"Bocconia_frutescens",17.9147,NA,NA,17.9147,NA,NA,NA,NA,NA,1.25320953985711,NA,NA,NA,NA,-0.487900536532398,NA,NA,NA,NA,-0.487900536532398,-1.15075138327204,0.785000432583739,0.450216238438767,-0.697704808252122,-0.164784273942301,NA,NA,-0.961469879076748,1.28827468746098
"Bonellia_umbellata","BONUMB",9295.11119002337,1899.88371885568,4863.27768626809,2963.39396741241,4234,995,1594,599,"Bonellia_umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.161657309638896,-0.233567964434985,0.782999033741642,-0.0202882176616294,-0.691285242596865,-0.100792655570378,NA,NA,-1.04623770968191,0.2597582166919
"Bourreria_succulenta","BOUSUC",17310.5067304555,2178.84262358933,5639.90510768518,3461.06248409586,21085,2530,5492,2962,"Bourreria_succulenta",16.4756,31.5,NA,31.5,0.749497768,281.025641,23.06091297,114.0318324,10,1.4983105537896,2.44874594708223,1.36287649680016,2.0570261031425,0.282147896369959,-0.260738579776686,0.400336735805323,-0.462293003609185,-0.183474821880209,-0.382324983596349,-0.260738579776686,0.282147896369959,0.400336735805323,-0.462293003609185,-0.183474821880209,-0.382324983596349,0.875177791889598,0.14453473542187,-0.694172634963859,-0.466659388577368
"Bourreria_virgata","BOUVIR",12658.6417657835,2299.54082817864,4420.35795469582,2120.81712651718,13947,2993,4637,1644,"Bourreria_virgata",21.0532,NA,NA,21.0532,0.804041863,290.5555556,10.83866897,80.43109454,15,1.32331811616785,2.4632291838304,1.03497595245359,1.90542397880385,0.572595778444176,-0.422923239520928,0.494640149128437,-0.962263549709397,-0.875221956430942,0.225865102598716,-0.422923239520928,0.572595778444176,0.494640149128437,-0.962263549709397,-0.875221956430942,0.225865102598716,1.49617636787978,-0.296618930364091,-1.19750573560831,-0.880560560073081
"Brunfelsia_americana","BRUAME",27863.7723976374,4326.98747777939,12205.6786891744,7878.69121139497,44715,6871,19329,12458,"Brunfelsia_americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.474794920970523,-0.507529335210771,1.21674324391262,0.0806762360957746,-0.341784846957859,-0.74450913438142,NA,NA,-1.30866088765428,0.650086329888556
"NA.3","BRUDEN",14543.4271634584,1972.92314758245,7827.43410103582,5854.51095345337,21635,2909,11796,8887,"Brunfelsia_densifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunfelsia_lactea","BRULAC",8243.07013250468,1249.39672201639,4433.01102922857,3183.61430721218,643,499,574,75,"Brunfelsia_lactea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.595718766943503,-0.621443164871308,1.69463161625275,0.117429490956706,-0.617331522196837,-0.998751279688586,NA,NA,-1.87571366456314,0.872236844383095
"Bucida_buceras","BUCBUC",22892.1030202294,3030.24133978877,8927.62186098192,5897.38052119315,35016,4454,13281,8827,"Bucida_buceras",38,2.9,NA,2.9,0.935231475,247.9583333,10.99841035,91.6496375,25,0.462397997898956,2.39437870849481,1.04132991914801,1.96213075154525,1.27118184822017,-1.22083221402313,0.0463401630162814,-0.952575257777947,-0.616473949273339,1.44224527498885,-1.22083221402313,1.27118184822017,0.0463401630162814,-0.952575257777947,-0.616473949273339,1.44224527498885,1.35317135954705,-0.249267516418453,-0.691021439091364,-1.30254617122341
"Buchenavia_tetraphylla","BUCTET",19527.2414073572,3314.33738747239,9861.89889587089,6547.5615083985,18065,3185,10809,7624,"Buchenavia_tetraphylla",586.04,NA,932,932,0.668729366,195.3111111,22.89388163,241.1821938,30,2.96941591235398,2.29072695067217,1.3597194330228,2.38234524119672,-0.147944697510625,1.10269589355988,-0.628558323390646,-0.467106776956179,1.30092773873835,2.05043536118391,1.10269589355988,-0.147944697510625,-0.628558323390646,-0.467106776956179,1.30092773873835,2.05043536118391,-1.41220695756871,-0.292475292655282,1.83912562979403,-0.421198767651776
"Bunchosia_glandulosa","BUNGLA",18037.778014441,2305.3134466717,6661.28824662138,4355.97479994968,14916,1497,4793,3296,"Bunchosia_glandulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.167904934764112,-0.55238608288795,0.77725046526208,0.0717575166582324,-0.031857657389949,-0.387766075864141,NA,NA,-0.660617862446286,0.551931281094501
"Bursera_simaruba","BURSIM",21665.3304652836,2914.81822985865,7574.88222707144,4660.0639972128,17943,2500,4000,1500,"Bursera_simaruba",117,62.4,NA,62.4,0.408846119,207.8647343,100.3336848,136.2139871,21,1.79518458968242,2.3177808144972,2.00144676220076,2.13422170528937,-1.53182573317032,0.0144071073886689,-0.452404902256994,0.511375170537719,0.168761908429233,0.955693206032795,0.0144071073886689,-1.53182573317032,-0.452404902256994,0.511375170537719,0.168761908429233,0.955693206032795,-1.45935839412216,-0.382943900586283,0.846372584128973,1.33133041153228
"Buxus_portoricensis","BUXPOR",15950.8982354533,3315.14255573414,8329.01162360795,5013.86906787381,12763,3470,6582,3112,"Buxus_portoricensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0381770848430206,-0.608372513988123,0.00207795835621607,0.421856073150214,0.0643066104064425,0.0681841986637559,NA,NA,0.141526021663849,0.608277419198382
"Buxus_vahlii","BUXVAH",25686.2708721757,3861.29063168913,10772.7720492743,6911.48141758516,40620,6022,16742,10720,"Buxus_vahlii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0381770848430206,-0.608372513988123,0.00207795835621607,0.421856073150214,0.0643066104064425,0.0681841986637559,NA,NA,0.141526021663849,0.608277419198382
"Byrsonima_crassifolia","BYRCRA",8740.28178132392,787.10693106096,3562.17344753887,2775.06651647791,6788,600,2875,2275,"Byrsonima_crassifolia",2.02,NA,NA,2.02,NA,NA,NA,NA,NA,0.305351369446624,NA,NA,NA,NA,-1.3663845267155,NA,NA,NA,NA,-1.3663845267155,-1.95940979819629,2.29230082158607,-0.382301863658555,-2.3068905271329,0.320302121585449,NA,NA,-3.14606334232106,2.00432764663735
"Byrsonima_lucida","BYRLUC",18003.7375696786,2619.94701227173,7838.91455307789,5218.96754080616,13359,1601,4970,3369,"Byrsonima_lucida",459.1228,NA,NA,459.1228,NA,NA,NA,NA,NA,2.66192886032934,NA,NA,NA,NA,0.817713961848232,NA,NA,NA,NA,0.817713961848232,0.63930791344759,-1.55912900984209,-0.352275070584136,1.3348373917017,1.38121795351353,NA,NA,2.22728790172063,-1.19859641253783
"Byrsonima_spicata","BYRSPI",22169.6034656614,2505.24599864753,9055.34685538197,6550.10085673444,11304,900,3241,2341,"Byrsonima_spicata",108,NA,289.2,289.2,0.676861271,164.2777778,20.99652813,218.7030325,28,2.46119828862249,2.21557881948156,1.32214748813211,2.33985480493469,-0.104642217480866,0.631674954020301,-1.11786367683803,-0.524395080159445,1.10704762222752,1.80715932670589,0.631674954020301,-0.104642217480866,-1.11786367683803,-0.524395080159445,1.10704762222752,1.80715932670589,-1.26028858752551,0.194353510046499,1.88155409279425,-0.538894679378306
"Byrsonima_wadsworthii","BYRWAD",6728.20038495248,1460.9942894975,4099.70942203654,2638.71513253904,5045,1515,3221,1706,"Byrsonima_wadsworthii",NA,NA,NA,NA,0.587397089,286.2777778,27.7614592,87.52933138,19,NA,2.45678763739148,1.44344228980345,1.94215361098679,-0.581039931722936,NA,0.45269787981174,-0.339449280964186,-0.707627881305064,0.712417171554768,-0.371853612684318,-0.581039931722936,0.45269787981174,-0.339449280964186,-0.707627881305064,0.712417171554768,NA,NA,-0.710747455655908,0.379552908515553
"Calophyllum_antillanum","CALANT",21112.4757743031,3280.32751426846,7866.75216917694,4586.42465490848,22765,3371,7405,4034,"Calophyllum_antillanum",1000,NA,NA,1000,0.669935491,283.9444444,73.44218385,133.6142177,35,3,2.45323337578395,1.86594558240755,2.12585267326022,-0.141522069144222,1.1310415176101,0.429555331826018,0.304768014720284,0.130574752738755,2.65862544737898,1.1310415176101,-0.141522069144222,0.429555331826018,0.304768014720284,0.130574752738755,2.65862544737898,-1.06992915088951,-1.99393383381888,0.687889023278689,0.25265125159603
"Calyptranthes_krugii","CALKRU",3796.65253333232,915.491087952163,2082.57998302317,1167.08889507101,3692,1452,2468,1016,"Calyptranthes_krugii",NA,NA,NA,NA,0.7178933,352.8333333,6.710427652,57.01176511,7,NA,2.54756960759474,0.826750198408263,1.75596448716561,0.113853770403025,NA,1.04379846093315,-1.27975842965732,-1.55719244677316,-0.747239035313388,-1.02202811230543,0.113853770403025,1.04379846093315,-1.27975842965732,-1.55719244677316,-0.747239035313388,NA,NA,-2.37028180559167,-0.529753125128621
"Calyptranthes_pallens","CALPAL",16199.6641684915,2879.4528021547,5607.85682948725,2728.40402733255,10719,1144,1851,707,"Calyptranthes_pallens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.713354875561416,0.181464566040921,0.580724632151816,-1.04592552829972,-0.855655738487861,-0.755814972655886,NA,NA,-1.51776904932317,-0.612049486704895
"NA.4","CANWIN",23832.819322953,3342.78651779704,9819.89631744288,6477.10979964584,11934,1145,3611,2466,"Canella_winteriana",NA,NA,NA,NA,0.928565167,308.4222222,23.04160417,98.31495525,7,NA,2.48914566195721,1.36251271164036,1.99261958587416,1.23568368769785,NA,0.663387811765401,-0.462847689681364,-0.477356084831668,-0.747239035313388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capparidastrum_frondosum","CAPFRO",4941.40965066893,514.617995364956,1645.73434535408,1131.11634998912,4034,347,553,206,"Capparidastrum_frondosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0767827045510493,0.527598083598804,1.21259415228919,-0.308818624170579,-1.87456545317359,-0.900754945964199,NA,NA,-2.32670102044313,-0.511681349126429
"Casearia_aculeata","CASACU",26751.2441994939,3753.38320910372,10772.4639284052,7019.08071930148,26696,3291,8149,4858,"Casearia_aculeata",23,NA,NA,23,NA,NA,NA,NA,NA,1.36172783601759,NA,NA,NA,NA,-0.387324744926735,NA,NA,NA,NA,-0.387324744926735,1.15245050565194,-2.49978458969179,-0.105247871776388,1.95942589896741,0.724537345289459,NA,NA,2.82997688592096,-1.51661400925625
"Casearia_arborea","CASARB",17610.1428207885,2599.36222593952,8753.99096393352,6154.628737994,14566,2324,8056,5732,"Casearia_arborea",1.65,NA,0.625,0.625,0.664983974,181.6919192,19.02270949,177.3661477,28,-0.204119982655925,2.25933561236643,1.27927237552197,2.24887073347763,-0.16788894947663,-1.8385674336637,-0.832953956941626,-0.589769456126161,0.691895321461673,1.80715932670589,-1.8385674336637,-0.16788894947663,-0.832953956941626,-0.589769456126161,0.691895321461673,1.80715932670589,-0.495639209972988,0.67621038553977,0.869878054650753,-0.0238660218328204
"Casearia_decandra","CASDEC",27703.8507110626,4107.62728203833,11764.4027615488,7656.77547951043,23587,3206,8125,4919,"Casearia_decandra",88.1,NA,NA,88.1,0.77967418,122.9,14.42690396,258.3533886,10,1.94497590841205,2.08955188288645,1.15917314070171,2.41221416218758,0.442837609051028,0.153235129850512,-1.9384516778643,-0.77289229948393,1.43721699324377,-0.382324983596349,0.153235129850512,0.442837609051028,-1.9384516778643,-0.77289229948393,1.43721699324377,-0.382324983596349,-0.524161209007045,2.1754051673647,1.92967528499506,-1.36023627161476
"Castilla_elastica","CASELA",28027.5036857016,4141.87852500007,12066.5940815955,7924.71555659547,44850,6538,19003,12465,"Castilla_elastica",568.18,NA,NA,568.18,0.291154684,191,416.1735704,264.0514617,2,2.75448594244128,2.28103336724773,2.61927449636119,2.42168857593922,-2.15853386782771,0.903496748083217,-0.691675292349409,1.45341590505254,1.48044790833041,-1.35542912150845,0.903496748083217,-2.15853386782771,-0.691675292349409,1.45341590505254,1.48044790833041,-1.35542912150845,-2.44787169766826,0.878781879604984,1.70862777507407,1.97448863060113
"Casuarina_equisetifolia","CASEQU",7262.85776809498,777.836292488617,1189.02834558196,411.192053093342,11126,1177,1751,574,"Casuarina_equisetifolia",4,NA,NA,4,NA,NA,NA,NA,NA,0.602059991327962,NA,NA,NA,NA,-1.09139214683322,NA,NA,NA,NA,-1.09139214683322,-1.12158484211866,1.69273736693744,-0.0309371179941381,-1.55964741208596,-0.557098570213001,NA,NA,-2.43550839326776,1.29009136491785
"Casearia_guianensis","CASGUI",26107.9482849315,3596.23619279265,10748.6673969179,7152.43120412529,25110,3303,9020,5717,"Casearia_guianensis",NA,NA,6,6,0.807814077,148.0222222,44.17648438,191.0552082,15,0.778151250383644,2.17032691981632,1.64519115121134,2.28115888113299,0.592682857843526,-0.928189088906726,-1.41250835274763,-0.0318301258505334,0.83922329406089,0.225865102598716,-0.928189088906726,0.592682857843526,-1.41250835274763,-0.0318301258505334,0.83922329406089,0.225865102598716,-0.339981745056878,1.41572983460542,1.22575425588639,-0.735132514365027
"Casearia_sylvestris","CASSYL",25897.7754952461,3870.65127599984,12407.5353074744,8536.88403147459,28050,4732,15806,11074,"Casearia_sylvestris",3,NA,5.61,5.61,0.673697322,167.2222222,59.75374673,149.3326007,12,0.748962861256161,2.22329399043282,1.77636514197413,2.17415462861289,-0.121490279329557,-0.955241166261953,-1.0676285693323,0.168179093184185,0.350972318763416,-0.139048949118323,-0.955241166261953,-0.121490279329557,-1.0676285693323,0.168179093184185,0.350972318763416,-0.139048949118323,-0.336272150523051,1.09415771783556,0.705845926531549,-0.011931036714317
"Cecropia_schreberiana","CECSCH",22788.8964176401,3669.15017131343,11825.7719965465,8156.6218252331,19814,3122,12324,9202,"Cecropia_schreberiana",0.6,NA,0.7,0.7,0.299201722,267.0864198,1748.526657,147.1927964,25,-0.154901959985743,2.42665180656926,3.24267225769174,2.16788655619521,-2.11568330546948,-1.79295170095815,0.256477120648786,2.40394960968909,0.322371656648676,1.44224527498885,-1.79295170095815,-2.11568330546948,0.256477120648786,2.40394960968909,0.322371656648676,1.44224527498885,-2.37548671540203,-1.02061658487325,0.570792118968379,3.32582758024491
"Cedrela_odorata","CEDODO",27887.4210175425,4331.81095418334,12226.0271417648,7894.21618758142,44715,6871,19329,12458,"Cedrela_odorata",17,NA,NA,17,NA,NA,NA,NA,NA,1.23044892137827,NA,NA,NA,NA,-0.50899529476154,NA,NA,NA,NA,-0.50899529476154,-1.90908630563418,0.109094860771995,1.70787635855503,-0.484325469881563,0.0029966735932162,NA,NA,-0.0182220258466095,2.41445435566982
"Ceiba_pentandra","CEIPEN",27067.647266686,3757.92970643938,10909.9967191964,7152.06701275706,27903,3339,8742,5403,"Ceiba_pentandra",59,NA,NA,59,0.303049231,NA,364.39,343.49,35,1.77085201164214,NA,2.56156645006712,2.53591409799517,-2.09519527939971,-0.00814455795068189,NA,1.365424823862,2.0016489001995,2.65862544737898,-0.00814455795068189,-2.09519527939971,-4.05267807861402,1.365424823862,2.0016489001995,2.65862544737898,NA,NA,5.06288527941677,1.52884575690652
"Celtis_trinervia","CELTRI",7184.4537822131,1236.79964155162,3289.15412860311,2052.35448705149,4009,586,1251,665,"Celtis_trinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.582003328861819,-0.971078541462974,0.599790207269902,0.52186476918465,-0.267095887081263,-0.0756082789727132,NA,NA,-0.575423786983125,1.17099371160663
